driverStandingsId,raceId,driverId,points,position,positionText,wins,fileName
54082,625,280,0.0,23,23,0,driver_standings.csv
54081,625,199,0.0,20,20,0,driver_standings.csv
54080,625,238,5.0,10,10,0,driver_standings.csv
54079,625,314,2.0,15,15,0,driver_standings.csv
54078,625,223,7.0,7,7,0,driver_standings.csv
54077,625,235,16.0,4,4,0,driver_standings.csv
54076,625,304,19.0,3,3,1,driver_standings.csv
54075,625,328,21.0,2,2,2,driver_standings.csv
54142,626,262,0.0,33,33,0,driver_standings.csv
54141,626,232,1.0,18,18,0,driver_standings.csv
54140,626,221,0.0,32,32,0,driver_standings.csv
54139,626,330,0.0,28,28,0,driver_standings.csv
54138,626,312,2.0,16,16,0,driver_standings.csv
54137,626,329,0.0,27,27,0,driver_standings.csv
54136,626,290,0.0,19,19,0,driver_standings.csv
54135,626,293,0.0,35,35,0,driver_standings.csv
54134,626,305,4.0,11,11,0,driver_standings.csv
54133,626,306,9.0,6,6,1,driver_standings.csv
54132,626,250,3.0,14,14,0,driver_standings.csv
54131,626,340,0.0,29,29,0,driver_standings.csv
54130,626,243,0.0,26,26,0,driver_standings.csv
54129,626,338,0.0,25,25,0,driver_standings.csv
54128,626,278,9.0,8,8,0,driver_standings.csv
54127,626,339,0.0,34,34,0,driver_standings.csv
54126,626,320,0.0,31,31,0,driver_standings.csv
54125,626,289,1.0,17,17,0,driver_standings.csv
54124,626,333,3.0,12,12,0,driver_standings.csv
54123,626,207,3.0,13,13,0,driver_standings.csv
54122,626,309,10.0,5,5,0,driver_standings.csv
54121,626,317,0.0,30,30,0,driver_standings.csv
54120,626,327,9.0,7,7,0,driver_standings.csv
54119,626,224,43.0,1,1,3,driver_standings.csv
54118,626,182,0.0,21,21,0,driver_standings.csv
54117,626,337,0.0,23,23,0,driver_standings.csv
54116,626,307,0.0,22,22,0,driver_standings.csv
54115,626,280,0.0,24,24,0,driver_standings.csv
54114,626,199,0.0,20,20,0,driver_standings.csv
54113,626,238,5.0,10,10,0,driver_standings.csv
54112,626,314,2.0,15,15,0,driver_standings.csv
54111,626,223,7.0,9,9,0,driver_standings.csv
54110,626,235,16.0,4,4,0,driver_standings.csv
54109,626,304,21.0,3,3,1,driver_standings.csv
54108,626,328,27.0,2,2,2,driver_standings.csv
54178,627,321,0.0,36,36,0,driver_standings.csv
54177,627,262,0.0,33,33,0,driver_standings.csv
54176,627,232,1.0,19,19,0,driver_standings.csv
54175,627,221,0.0,32,32,0,driver_standings.csv
54174,627,330,0.0,28,28,0,driver_standings.csv
54173,627,312,4.0,12,12,0,driver_standings.csv
54172,627,329,0.0,25,25,0,driver_standings.csv
54171,627,290,0.0,20,20,0,driver_standings.csv
54170,627,293,0.0,35,35,0,driver_standings.csv
54169,627,305,4.0,11,11,0,driver_standings.csv
54168,627,306,9.0,7,7,1,driver_standings.csv
54167,627,250,3.0,16,16,0,driver_standings.csv
54166,627,340,0.0,29,29,0,driver_standings.csv
54165,627,243,0.0,27,27,0,driver_standings.csv
54164,627,338,0.0,26,26,0,driver_standings.csv
54163,627,278,9.0,9,9,0,driver_standings.csv
54162,627,339,0.0,34,34,0,driver_standings.csv
54161,627,320,0.0,31,31,0,driver_standings.csv
54160,627,289,2.0,18,18,0,driver_standings.csv
54159,627,333,3.0,13,13,0,driver_standings.csv
54158,627,207,3.0,15,15,0,driver_standings.csv
54157,627,309,10.0,6,6,0,driver_standings.csv
54156,627,317,0.0,30,30,0,driver_standings.csv
54155,627,327,9.0,8,8,0,driver_standings.csv
54154,627,224,43.0,1,1,3,driver_standings.csv
54153,627,182,0.0,22,22,0,driver_standings.csv
54152,627,337,0.0,23,23,0,driver_standings.csv
54151,627,307,3.0,14,14,0,driver_standings.csv
54150,627,280,0.0,24,24,0,driver_standings.csv
54149,627,199,0.0,21,21,0,driver_standings.csv
54148,627,238,9.0,10,10,0,driver_standings.csv
54147,627,314,2.0,17,17,0,driver_standings.csv
54146,627,223,13.0,5,5,0,driver_standings.csv
54145,627,235,25.0,3,3,1,driver_standings.csv
54144,627,304,21.0,4,4,1,driver_standings.csv
54143,627,328,27.0,2,2,2,driver_standings.csv
54215,628,296,0.0,35,35,0,driver_standings.csv
54214,628,321,0.0,37,37,0,driver_standings.csv
54213,628,262,0.0,33,33,0,driver_standings.csv
54212,628,232,1.0,19,19,0,driver_standings.csv
54211,628,221,0.0,32,32,0,driver_standings.csv
54210,628,330,0.0,29,29,0,driver_standings.csv
54209,628,312,4.0,13,13,0,driver_standings.csv
54208,628,329,0.0,25,25,0,driver_standings.csv
54207,628,290,0.0,20,20,0,driver_standings.csv
54206,628,293,0.0,36,36,0,driver_standings.csv
54205,628,305,7.0,11,11,0,driver_standings.csv
54204,628,306,9.0,8,8,1,driver_standings.csv
54203,628,250,3.0,16,16,0,driver_standings.csv
54202,628,340,0.0,30,30,0,driver_standings.csv
54201,628,243,0.0,27,27,0,driver_standings.csv
54200,628,338,0.0,26,26,0,driver_standings.csv
54199,628,278,11.0,7,7,0,driver_standings.csv
54198,628,339,0.0,34,34,0,driver_standings.csv
54197,628,320,0.0,28,28,0,driver_standings.csv
54196,628,289,2.0,18,18,0,driver_standings.csv
54195,628,333,3.0,14,14,0,driver_standings.csv
54194,628,207,3.0,15,15,0,driver_standings.csv
54193,628,309,14.0,5,5,0,driver_standings.csv
54192,628,317,0.0,31,31,0,driver_standings.csv
54191,628,327,9.0,9,9,0,driver_standings.csv
54190,628,224,52.0,1,1,4,driver_standings.csv
54189,628,182,0.0,22,22,0,driver_standings.csv
54188,628,337,0.0,23,23,0,driver_standings.csv
54187,628,307,4.0,12,12,0,driver_standings.csv
54186,628,280,0.0,24,24,0,driver_standings.csv
54185,628,199,0.0,21,21,0,driver_standings.csv
54184,628,238,9.0,10,10,0,driver_standings.csv
54183,628,314,2.0,17,17,0,driver_standings.csv
54182,628,223,13.0,6,6,0,driver_standings.csv
54181,628,235,25.0,4,4,1,driver_standings.csv
54180,628,304,27.0,3,3,1,driver_standings.csv
54179,628,328,27.0,2,2,2,driver_standings.csv
54253,629,341,0.0,32,32,0,driver_standings.csv
54252,629,296,0.0,36,36,0,driver_standings.csv
54251,629,321,0.0,38,38,0,driver_standings.csv
54250,629,262,0.0,34,34,0,driver_standings.csv
54249,629,232,1.0,19,19,0,driver_standings.csv
54248,629,221,0.0,33,33,0,driver_standings.csv
54247,629,330,0.0,30,30,0,driver_standings.csv
54246,629,312,4.0,13,13,0,driver_standings.csv
54245,629,329,0.0,25,25,0,driver_standings.csv
54244,629,290,0.0,21,21,0,driver_standings.csv
54243,629,293,0.0,37,37,0,driver_standings.csv
54242,629,305,13.0,7,7,0,driver_standings.csv
54241,629,306,9.0,9,9,1,driver_standings.csv
54240,629,250,3.0,17,17,0,driver_standings.csv
54239,629,340,0.0,31,31,0,driver_standings.csv
54238,629,243,0.0,28,28,0,driver_standings.csv
54237,629,338,0.0,27,27,0,driver_standings.csv
54236,629,278,11.0,8,8,0,driver_standings.csv
54235,629,339,0.0,35,35,0,driver_standings.csv
54234,629,320,1.0,20,20,0,driver_standings.csv
54233,629,289,4.0,14,14,0,driver_standings.csv
54232,629,333,3.0,15,15,0,driver_standings.csv
54231,629,207,3.0,16,16,0,driver_standings.csv
54230,629,309,17.0,5,5,0,driver_standings.csv
54229,629,317,0.0,29,29,0,driver_standings.csv
54228,629,327,9.0,10,10,0,driver_standings.csv
54227,629,224,61.0,1,1,5,driver_standings.csv
54226,629,182,0.0,23,23,0,driver_standings.csv
54225,629,337,0.0,24,24,0,driver_standings.csv
54224,629,307,4.0,12,12,0,driver_standings.csv
54223,629,280,0.0,26,26,0,driver_standings.csv
54222,629,199,0.0,22,22,0,driver_standings.csv
54221,629,238,9.0,11,11,0,driver_standings.csv
54220,629,314,2.0,18,18,0,driver_standings.csv
54219,629,223,13.0,6,6,0,driver_standings.csv
54218,629,235,25.0,4,4,1,driver_standings.csv
54217,629,304,31.0,2,2,1,driver_standings.csv
54216,629,328,27.0,3,3,2,driver_standings.csv
54293,630,343,0.0,39,39,0,driver_standings.csv
54292,630,342,0.0,33,33,0,driver_standings.csv
54291,630,341,0.0,32,32,0,driver_standings.csv
54290,630,296,0.0,37,37,0,driver_standings.csv
54289,630,321,0.0,40,40,0,driver_standings.csv
54288,630,262,0.0,35,35,0,driver_standings.csv
54287,630,232,1.0,20,20,0,driver_standings.csv
54286,630,221,0.0,34,34,0,driver_standings.csv
54285,630,330,0.0,30,30,0,driver_standings.csv
54284,630,312,4.0,13,13,0,driver_standings.csv
54283,630,329,0.0,25,25,0,driver_standings.csv
54282,630,290,0.0,22,22,0,driver_standings.csv
54281,630,293,0.0,38,38,0,driver_standings.csv
54280,630,305,13.0,7,7,0,driver_standings.csv
54279,630,306,9.0,9,9,1,driver_standings.csv
54278,630,250,3.0,18,18,0,driver_standings.csv
54277,630,340,0.0,31,31,0,driver_standings.csv
54276,630,243,0.0,28,28,0,driver_standings.csv
54275,630,338,0.0,27,27,0,driver_standings.csv
54274,630,278,12.0,8,8,0,driver_standings.csv
54273,630,339,0.0,36,36,0,driver_standings.csv
54272,630,320,1.0,21,21,0,driver_standings.csv
54271,630,289,4.0,14,14,0,driver_standings.csv
54270,630,333,3.0,16,16,0,driver_standings.csv
54269,630,207,3.0,17,17,0,driver_standings.csv
54268,630,309,23.0,5,5,0,driver_standings.csv
54267,630,317,0.0,29,29,0,driver_standings.csv
54266,630,327,9.0,10,10,0,driver_standings.csv
54265,630,224,61.0,1,1,5,driver_standings.csv
54264,630,182,0.0,23,23,0,driver_standings.csv
54263,630,337,0.0,24,24,0,driver_standings.csv
54262,630,307,4.0,12,12,0,driver_standings.csv
54261,630,280,0.0,26,26,0,driver_standings.csv
54260,630,199,3.0,15,15,0,driver_standings.csv
54259,630,238,9.0,11,11,0,driver_standings.csv
54258,630,314,2.0,19,19,0,driver_standings.csv
54257,630,223,15.0,6,6,0,driver_standings.csv
54256,630,235,25.0,4,4,1,driver_standings.csv
54255,630,304,35.0,3,3,1,driver_standings.csv
54254,630,328,36.0,2,2,3,driver_standings.csv
54335,631,344,0.0,32,32,0,driver_standings.csv
54334,631,222,0.0,29,29,0,driver_standings.csv
54333,631,343,0.0,41,41,0,driver_standings.csv
54332,631,342,0.0,34,34,0,driver_standings.csv
54331,631,341,0.0,36,36,0,driver_standings.csv
54330,631,296,0.0,39,39,0,driver_standings.csv
54329,631,321,0.0,42,42,0,driver_standings.csv
54328,631,262,0.0,37,37,0,driver_standings.csv
54327,631,232,1.0,20,20,0,driver_standings.csv
54326,631,221,0.0,24,24,0,driver_standings.csv
54325,631,330,0.0,33,33,0,driver_standings.csv
54324,631,312,4.0,14,14,0,driver_standings.csv
54323,631,329,0.0,26,26,0,driver_standings.csv
54322,631,290,0.0,22,22,0,driver_standings.csv
54321,631,293,0.0,40,40,0,driver_standings.csv
54320,631,305,13.0,8,8,0,driver_standings.csv
54319,631,306,9.0,11,11,1,driver_standings.csv
54318,631,250,3.0,18,18,0,driver_standings.csv
54317,631,340,0.0,35,35,0,driver_standings.csv
54316,631,243,0.0,30,30,0,driver_standings.csv
54315,631,338,0.0,28,28,0,driver_standings.csv
54314,631,278,12.0,10,10,0,driver_standings.csv
54313,631,339,0.0,38,38,0,driver_standings.csv
54312,631,320,1.0,21,21,0,driver_standings.csv
54311,631,289,4.0,15,15,0,driver_standings.csv
54310,631,333,3.0,17,17,0,driver_standings.csv
54309,631,207,4.0,12,12,0,driver_standings.csv
54308,631,309,23.0,5,5,0,driver_standings.csv
54307,631,317,0.0,31,31,0,driver_standings.csv
54306,631,327,15.0,6,6,0,driver_standings.csv
54305,631,224,61.0,1,1,5,driver_standings.csv
54304,631,182,0.0,23,23,0,driver_standings.csv
54303,631,337,0.0,25,25,0,driver_standings.csv
54302,631,307,4.0,13,13,0,driver_standings.csv
54301,631,280,0.0,27,27,0,driver_standings.csv
54300,631,199,3.0,16,16,0,driver_standings.csv
54299,631,238,12.0,9,9,0,driver_standings.csv
54298,631,314,2.0,19,19,0,driver_standings.csv
54297,631,223,15.0,7,7,0,driver_standings.csv
54296,631,235,27.0,4,4,1,driver_standings.csv
54295,631,304,39.0,3,3,1,driver_standings.csv
54294,631,328,45.0,2,2,4,driver_standings.csv
53164,632,339,0.0,25,25,0,driver_standings.csv
53163,632,347,0.0,24,24,0,driver_standings.csv
53162,632,320,0.0,23,23,0,driver_standings.csv
53161,632,334,0.0,22,22,0,driver_standings.csv
53160,632,340,0.0,21,21,0,driver_standings.csv
53159,632,346,0.0,20,20,0,driver_standings.csv
53158,632,293,0.0,19,19,0,driver_standings.csv
53157,632,345,0.0,18,18,0,driver_standings.csv
53156,632,307,0.0,17,17,0,driver_standings.csv
53155,632,327,0.0,16,16,0,driver_standings.csv
53154,632,341,0.0,15,15,0,driver_standings.csv
53153,632,224,0.0,14,14,0,driver_standings.csv
53152,632,333,0.0,13,13,0,driver_standings.csv
53151,632,243,0.0,12,12,0,driver_standings.csv
53150,632,280,0.0,11,11,0,driver_standings.csv
53149,632,238,0.0,10,10,0,driver_standings.csv
53148,632,289,0.0,9,9,0,driver_standings.csv
53147,632,235,0.0,8,8,0,driver_standings.csv
53146,632,312,0.0,7,7,0,driver_standings.csv
53145,632,304,1.0,6,6,0,driver_standings.csv
53144,632,278,2.0,5,5,0,driver_standings.csv
53143,632,317,3.0,4,4,0,driver_standings.csv
53142,632,223,4.0,3,3,0,driver_standings.csv
53141,632,328,6.0,2,2,0,driver_standings.csv
53140,632,207,9.0,1,1,1,driver_standings.csv
53191,633,314,0.0,14,14,0,driver_standings.csv
53190,633,306,1.0,9,9,0,driver_standings.csv
53189,633,339,0.0,22,22,0,driver_standings.csv
53188,633,347,0.0,27,27,0,driver_standings.csv
53187,633,320,0.0,12,12,0,driver_standings.csv
53186,633,334,0.0,26,26,0,driver_standings.csv
53185,633,340,0.0,25,25,0,driver_standings.csv
53184,633,346,0.0,24,24,0,driver_standings.csv
53183,633,293,0.0,23,23,0,driver_standings.csv
53182,633,345,3.0,7,7,0,driver_standings.csv
53181,633,307,0.0,15,15,0,driver_standings.csv
53180,633,327,0.0,10,10,0,driver_standings.csv
53179,633,341,0.0,18,18,0,driver_standings.csv
53178,633,224,0.0,21,21,0,driver_standings.csv
53177,633,333,0.0,20,20,0,driver_standings.csv
53176,633,243,0.0,19,19,0,driver_standings.csv
53175,633,280,0.0,17,17,0,driver_standings.csv
53174,633,238,0.0,16,16,0,driver_standings.csv
53173,633,289,0.0,13,13,0,driver_standings.csv
53172,633,235,6.0,3,3,0,driver_standings.csv
53171,633,312,0.0,11,11,0,driver_standings.csv
53170,633,304,3.0,8,8,0,driver_standings.csv
53169,633,278,6.0,4,4,0,driver_standings.csv
53168,633,317,3.0,6,6,0,driver_standings.csv
53167,633,223,4.0,5,5,0,driver_standings.csv
53166,633,328,15.0,1,1,1,driver_standings.csv
53165,633,207,9.0,2,2,1,driver_standings.csv
53219,634,342,0.0,26,26,0,driver_standings.csv
53218,634,314,0.0,18,18,0,driver_standings.csv
53217,634,306,1.0,12,12,0,driver_standings.csv
53216,634,339,0.0,23,23,0,driver_standings.csv
53215,634,347,0.0,28,28,0,driver_standings.csv
53214,634,320,0.0,17,17,0,driver_standings.csv
53213,634,334,0.0,27,27,0,driver_standings.csv
53212,634,340,0.0,25,25,0,driver_standings.csv
53211,634,346,0.0,22,22,0,driver_standings.csv
53210,634,293,0.0,24,24,0,driver_standings.csv
53209,634,345,3.0,8,8,0,driver_standings.csv
53208,634,307,0.0,20,20,0,driver_standings.csv
53207,634,327,0.0,14,14,0,driver_standings.csv
53206,634,341,0.0,13,13,0,driver_standings.csv
53205,634,224,2.0,10,10,0,driver_standings.csv
53204,634,333,0.0,21,21,0,driver_standings.csv
53203,634,243,1.0,11,11,0,driver_standings.csv
53202,634,280,0.0,16,16,0,driver_standings.csv
53201,634,238,6.0,4,4,0,driver_standings.csv
53200,634,289,0.0,19,19,0,driver_standings.csv
53199,634,235,10.0,2,2,0,driver_standings.csv
53198,634,312,0.0,15,15,0,driver_standings.csv
53197,634,304,6.0,6,6,0,driver_standings.csv
53196,634,278,6.0,5,5,0,driver_standings.csv
53195,634,317,3.0,9,9,0,driver_standings.csv
53194,634,223,4.0,7,7,0,driver_standings.csv
53193,634,328,24.0,1,1,2,driver_standings.csv
53192,634,207,9.0,3,3,1,driver_standings.csv
53249,635,338,0.0,29,29,0,driver_standings.csv
53248,635,298,0.0,20,20,0,driver_standings.csv
53247,635,342,0.0,24,24,0,driver_standings.csv
53246,635,314,0.0,21,21,0,driver_standings.csv
53245,635,306,1.0,12,12,0,driver_standings.csv
53244,635,339,0.0,25,25,0,driver_standings.csv
53243,635,347,0.0,30,30,0,driver_standings.csv
53242,635,320,0.0,19,19,0,driver_standings.csv
53241,635,334,0.0,28,28,0,driver_standings.csv
53240,635,340,0.0,27,27,0,driver_standings.csv
53239,635,346,1.0,14,14,0,driver_standings.csv
53238,635,293,0.0,26,26,0,driver_standings.csv
53237,635,345,9.0,4,4,0,driver_standings.csv
53236,635,307,0.0,15,15,0,driver_standings.csv
53235,635,327,0.0,16,16,0,driver_standings.csv
53234,635,341,2.0,10,10,0,driver_standings.csv
53233,635,224,2.0,11,11,0,driver_standings.csv
53232,635,333,0.0,23,23,0,driver_standings.csv
53231,635,243,1.0,13,13,0,driver_standings.csv
53230,635,280,0.0,18,18,0,driver_standings.csv
53229,635,238,9.0,5,5,0,driver_standings.csv
53228,635,289,0.0,22,22,0,driver_standings.csv
53227,635,235,19.0,2,2,1,driver_standings.csv
53226,635,312,0.0,17,17,0,driver_standings.csv
53225,635,304,6.0,8,8,0,driver_standings.csv
53224,635,278,6.0,7,7,0,driver_standings.csv
53223,635,317,3.0,9,9,0,driver_standings.csv
53222,635,223,8.0,6,6,0,driver_standings.csv
53221,635,328,24.0,1,1,2,driver_standings.csv
53220,635,207,9.0,3,3,1,driver_standings.csv
53281,636,349,0.0,26,26,0,driver_standings.csv
53280,636,348,0.0,24,24,0,driver_standings.csv
53279,636,338,0.0,31,31,0,driver_standings.csv
53278,636,298,0.0,20,20,0,driver_standings.csv
53277,636,342,0.0,25,25,0,driver_standings.csv
53276,636,314,0.0,21,21,0,driver_standings.csv
53275,636,306,1.0,14,14,0,driver_standings.csv
53274,636,339,0.0,27,27,0,driver_standings.csv
53273,636,347,0.0,32,32,0,driver_standings.csv
53272,636,320,0.0,18,18,0,driver_standings.csv
53271,636,334,0.0,30,30,0,driver_standings.csv
53270,636,340,0.0,29,29,0,driver_standings.csv
53269,636,346,4.0,11,11,0,driver_standings.csv
53268,636,293,0.0,28,28,0,driver_standings.csv
53267,636,345,9.0,4,4,0,driver_standings.csv
53266,636,307,0.0,16,16,0,driver_standings.csv
53265,636,327,6.0,8,8,0,driver_standings.csv
53264,636,341,2.0,13,13,0,driver_standings.csv
53263,636,224,6.0,9,9,0,driver_standings.csv
53262,636,333,0.0,23,23,0,driver_standings.csv
53261,636,243,1.0,15,15,0,driver_standings.csv
53260,636,280,0.0,19,19,0,driver_standings.csv
53259,636,238,9.0,5,5,0,driver_standings.csv
53258,636,289,0.0,22,22,0,driver_standings.csv
53257,636,235,19.0,2,2,1,driver_standings.csv
53256,636,312,0.0,17,17,0,driver_standings.csv
53255,636,304,6.0,10,10,0,driver_standings.csv
53254,636,278,8.0,7,7,0,driver_standings.csv
53253,636,317,4.0,12,12,0,driver_standings.csv
53252,636,223,8.0,6,6,0,driver_standings.csv
53251,636,328,33.0,1,1,3,driver_standings.csv
53250,636,207,9.0,3,3,1,driver_standings.csv
53317,637,262,0.0,36,36,0,driver_standings.csv
53316,637,329,0.0,31,31,0,driver_standings.csv
53315,637,321,0.0,30,30,0,driver_standings.csv
53314,637,330,0.0,23,23,0,driver_standings.csv
53313,637,349,0.0,27,27,0,driver_standings.csv
53312,637,348,0.0,25,25,0,driver_standings.csv
53311,637,338,0.0,34,34,0,driver_standings.csv
53310,637,298,0.0,20,20,0,driver_standings.csv
53309,637,342,0.0,26,26,0,driver_standings.csv
53308,637,314,0.0,21,21,0,driver_standings.csv
53307,637,306,1.0,16,16,0,driver_standings.csv
53306,637,339,0.0,28,28,0,driver_standings.csv
53305,637,347,0.0,35,35,0,driver_standings.csv
53304,637,320,0.0,19,19,0,driver_standings.csv
53303,637,334,0.0,33,33,0,driver_standings.csv
53302,637,340,0.0,32,32,0,driver_standings.csv
53301,637,346,4.0,11,11,0,driver_standings.csv
53300,637,293,0.0,29,29,0,driver_standings.csv
53299,637,345,9.0,6,6,0,driver_standings.csv
53298,637,307,0.0,17,17,0,driver_standings.csv
53297,637,327,6.0,9,9,0,driver_standings.csv
53296,637,341,3.0,14,14,0,driver_standings.csv
53295,637,224,10.0,4,4,0,driver_standings.csv
53294,637,333,0.0,24,24,0,driver_standings.csv
53293,637,243,3.0,15,15,0,driver_standings.csv
53292,637,280,3.0,13,13,0,driver_standings.csv
53291,637,238,15.0,3,3,0,driver_standings.csv
53290,637,289,0.0,22,22,0,driver_standings.csv
53289,637,235,19.0,2,2,1,driver_standings.csv
53288,637,312,0.0,18,18,0,driver_standings.csv
53287,637,304,6.0,10,10,0,driver_standings.csv
53286,637,278,8.0,8,8,0,driver_standings.csv
53285,637,317,4.0,12,12,0,driver_standings.csv
53284,637,223,8.0,7,7,0,driver_standings.csv
53283,637,328,42.0,1,1,4,driver_standings.csv
53282,637,207,9.0,5,5,1,driver_standings.csv
53354,638,350,0.0,24,24,0,driver_standings.csv
53353,638,262,0.0,37,37,0,driver_standings.csv
53352,638,329,0.0,32,32,0,driver_standings.csv
53351,638,321,0.0,31,31,0,driver_standings.csv
53350,638,330,0.0,23,23,0,driver_standings.csv
53349,638,349,0.0,28,28,0,driver_standings.csv
53348,638,348,0.0,26,26,0,driver_standings.csv
53347,638,338,0.0,35,35,0,driver_standings.csv
53346,638,298,0.0,21,21,0,driver_standings.csv
53345,638,342,0.0,27,27,0,driver_standings.csv
53344,638,314,1.0,17,17,0,driver_standings.csv
53343,638,306,1.0,16,16,0,driver_standings.csv
53342,638,339,0.0,29,29,0,driver_standings.csv
53341,638,347,0.0,36,36,0,driver_standings.csv
53340,638,320,0.0,20,20,0,driver_standings.csv
53339,638,334,0.0,34,34,0,driver_standings.csv
53338,638,340,0.0,33,33,0,driver_standings.csv
53337,638,346,4.0,12,12,0,driver_standings.csv
53336,638,293,0.0,30,30,0,driver_standings.csv
53335,638,345,9.0,8,8,0,driver_standings.csv
53334,638,307,0.0,18,18,0,driver_standings.csv
53333,638,327,12.0,5,5,0,driver_standings.csv
53332,638,341,3.0,14,14,0,driver_standings.csv
53331,638,224,10.0,7,7,0,driver_standings.csv
53330,638,333,0.0,25,25,0,driver_standings.csv
53329,638,243,3.0,15,15,0,driver_standings.csv
53328,638,280,3.0,13,13,0,driver_standings.csv
53327,638,238,17.0,3,3,0,driver_standings.csv
53326,638,289,0.0,22,22,0,driver_standings.csv
53325,638,235,19.0,2,2,1,driver_standings.csv
53324,638,312,0.0,19,19,0,driver_standings.csv
53323,638,304,6.0,10,10,0,driver_standings.csv
53322,638,278,8.0,9,9,0,driver_standings.csv
53321,638,317,4.0,11,11,0,driver_standings.csv
53320,638,223,12.0,6,6,0,driver_standings.csv
53319,638,328,51.0,1,1,5,driver_standings.csv
53318,638,207,12.0,4,4,1,driver_standings.csv
53393,639,182,0.0,33,33,0,driver_standings.csv
53392,639,337,0.0,26,26,0,driver_standings.csv
53391,639,350,0.0,25,25,0,driver_standings.csv
53390,639,262,0.0,23,23,0,driver_standings.csv
53389,639,329,0.0,29,29,0,driver_standings.csv
53388,639,321,0.0,35,35,0,driver_standings.csv
53387,639,330,0.0,24,24,0,driver_standings.csv
53386,639,349,0.0,31,31,0,driver_standings.csv
53385,639,348,0.0,28,28,0,driver_standings.csv
53384,639,338,0.0,39,39,0,driver_standings.csv
53383,639,298,0.0,22,22,0,driver_standings.csv
53382,639,342,0.0,30,30,0,driver_standings.csv
53381,639,314,5.0,13,13,0,driver_standings.csv
53380,639,306,1.0,18,18,0,driver_standings.csv
53379,639,339,0.0,32,32,0,driver_standings.csv
53378,639,347,0.0,37,37,0,driver_standings.csv
53377,639,320,0.0,21,21,0,driver_standings.csv
53376,639,334,0.0,38,38,0,driver_standings.csv
53375,639,340,0.0,36,36,0,driver_standings.csv
53374,639,346,13.0,5,5,1,driver_standings.csv
53373,639,293,0.0,34,34,0,driver_standings.csv
53372,639,345,9.0,9,9,0,driver_standings.csv
53371,639,307,0.0,19,19,0,driver_standings.csv
53370,639,327,12.0,7,7,0,driver_standings.csv
53369,639,341,3.0,15,15,0,driver_standings.csv
53368,639,224,16.0,4,4,0,driver_standings.csv
53367,639,333,0.0,27,27,0,driver_standings.csv
53366,639,243,3.0,16,16,0,driver_standings.csv
53365,639,280,4.0,14,14,0,driver_standings.csv
53364,639,238,17.0,3,3,0,driver_standings.csv
53363,639,289,2.0,17,17,0,driver_standings.csv
53362,639,235,19.0,2,2,1,driver_standings.csv
53361,639,312,0.0,20,20,0,driver_standings.csv
53360,639,304,6.0,12,12,0,driver_standings.csv
53359,639,278,8.0,10,10,0,driver_standings.csv
53358,639,317,7.0,11,11,0,driver_standings.csv
53357,639,223,12.0,8,8,0,driver_standings.csv
53356,639,328,51.0,1,1,5,driver_standings.csv
53355,639,207,12.0,6,6,1,driver_standings.csv
53435,640,351,0.0,40,40,0,driver_standings.csv
53434,640,197,0.0,31,31,0,driver_standings.csv
53433,640,305,3.0,16,16,0,driver_standings.csv
53432,640,182,0.0,36,36,0,driver_standings.csv
53431,640,337,0.0,27,27,0,driver_standings.csv
53430,640,350,0.0,28,28,0,driver_standings.csv
53429,640,262,0.0,22,22,0,driver_standings.csv
53428,640,329,0.0,32,32,0,driver_standings.csv
53427,640,321,0.0,38,38,0,driver_standings.csv
53426,640,330,0.0,26,26,0,driver_standings.csv
53425,640,349,0.0,34,34,0,driver_standings.csv
53424,640,348,0.0,30,30,0,driver_standings.csv
53423,640,338,0.0,42,42,0,driver_standings.csv
53422,640,298,0.0,24,24,0,driver_standings.csv
53421,640,342,0.0,33,33,0,driver_standings.csv
53420,640,314,5.0,14,14,0,driver_standings.csv
53419,640,306,1.0,21,21,0,driver_standings.csv
53418,640,339,0.0,35,35,0,driver_standings.csv
53417,640,347,0.0,25,25,0,driver_standings.csv
53416,640,320,9.0,9,9,1,driver_standings.csv
53415,640,334,0.0,41,41,0,driver_standings.csv
53414,640,340,0.0,39,39,0,driver_standings.csv
53413,640,346,13.0,6,6,1,driver_standings.csv
53412,640,293,0.0,37,37,0,driver_standings.csv
53411,640,345,9.0,10,10,0,driver_standings.csv
53410,640,307,2.0,19,19,0,driver_standings.csv
53409,640,327,16.0,4,4,0,driver_standings.csv
53408,640,341,3.0,17,17,0,driver_standings.csv
53407,640,224,16.0,5,5,0,driver_standings.csv
53406,640,333,0.0,29,29,0,driver_standings.csv
53405,640,243,3.0,18,18,0,driver_standings.csv
53404,640,280,4.0,15,15,0,driver_standings.csv
53403,640,238,23.0,2,2,0,driver_standings.csv
53402,640,289,2.0,20,20,0,driver_standings.csv
53401,640,235,19.0,3,3,1,driver_standings.csv
53400,640,312,0.0,23,23,0,driver_standings.csv
53399,640,304,6.0,13,13,0,driver_standings.csv
53398,640,278,9.0,11,11,0,driver_standings.csv
53397,640,317,7.0,12,12,0,driver_standings.csv
53396,640,223,12.0,8,8,0,driver_standings.csv
53395,640,328,51.0,1,1,5,driver_standings.csv
53394,640,207,12.0,7,7,1,driver_standings.csv
53481,641,354,0.0,46,46,0,driver_standings.csv
53480,641,353,0.0,39,39,0,driver_standings.csv
53479,641,352,0.0,32,32,0,driver_standings.csv
53478,641,288,4.0,15,15,0,driver_standings.csv
53477,641,351,0.0,43,43,0,driver_standings.csv
