driverStandingsId,raceId,driverId,points,position,positionText,wins,fileName
10611,255,81,1.0,17,17,0,driver_standings.csv
10610,255,94,0.0,18,18,0,driver_standings.csv
10609,255,95,0.0,29,29,0,driver_standings.csv
10608,255,56,10.0,10,10,0,driver_standings.csv
10607,255,93,0.0,26,26,0,driver_standings.csv
10606,255,79,0.0,19,19,0,driver_standings.csv
10605,255,44,10.0,11,11,0,driver_standings.csv
10604,255,49,15.0,8,8,0,driver_standings.csv
10603,255,65,45.0,4,4,2,driver_standings.csv
10602,255,71,59.0,2,2,3,driver_standings.csv
10601,255,64,0.0,25,25,0,driver_standings.csv
10600,255,85,0.0,23,23,0,driver_standings.csv
10599,255,88,1.0,16,16,0,driver_standings.csv
10598,255,63,3.0,14,14,0,driver_standings.csv
10597,255,87,10.0,12,12,0,driver_standings.csv
10596,255,55,42.0,5,5,1,driver_standings.csv
10595,255,57,17.0,7,7,0,driver_standings.csv
10594,255,77,31.0,6,6,0,driver_standings.csv
10593,255,14,49.0,3,3,1,driver_standings.csv
10592,255,30,102.0,1,1,9,driver_standings.csv
10659,256,76,0.0,29,29,0,driver_standings.csv
10658,256,98,0.0,34,34,0,driver_standings.csv
10657,256,99,0.0,33,33,0,driver_standings.csv
10656,256,97,0.0,22,22,0,driver_standings.csv
10655,256,83,1.0,18,18,0,driver_standings.csv
10654,256,92,0.0,26,26,0,driver_standings.csv
10653,256,90,0.0,32,32,0,driver_standings.csv
10652,256,89,0.0,24,24,0,driver_standings.csv
10651,256,96,3.0,16,16,0,driver_standings.csv
10650,256,91,0.0,28,28,0,driver_standings.csv
10649,256,50,0.0,31,31,0,driver_standings.csv
10648,256,84,7.0,13,13,0,driver_standings.csv
10647,256,22,11.0,11,11,0,driver_standings.csv
10646,256,69,0.0,23,23,0,driver_standings.csv
10645,256,81,5.0,14,14,0,driver_standings.csv
10644,256,94,0.0,19,19,0,driver_standings.csv
10643,256,95,0.0,30,30,0,driver_standings.csv
10642,256,56,10.0,12,12,0,driver_standings.csv
10641,256,93,0.0,27,27,0,driver_standings.csv
10640,256,79,0.0,20,20,0,driver_standings.csv
10639,256,44,16.0,8,8,0,driver_standings.csv
10638,256,49,15.0,9,9,0,driver_standings.csv
10637,256,65,45.0,4,4,2,driver_standings.csv
10636,256,71,69.0,2,2,4,driver_standings.csv
10635,256,64,0.0,21,21,0,driver_standings.csv
10634,256,85,0.0,25,25,0,driver_standings.csv
10633,256,88,1.0,17,17,0,driver_standings.csv
10632,256,63,5.0,15,15,0,driver_standings.csv
10631,256,87,13.0,10,10,0,driver_standings.csv
10630,256,55,42.0,5,5,1,driver_standings.csv
10629,256,57,17.0,7,7,0,driver_standings.csv
10628,256,77,31.0,6,6,0,driver_standings.csv
10627,256,14,49.0,3,3,1,driver_standings.csv
10626,256,30,102.0,1,1,9,driver_standings.csv
66036,257,101,0.0,12,12,0,driver_standings.csv
66035,257,44,0.0,11,11,0,driver_standings.csv
66034,257,83,0.0,10,10,0,driver_standings.csv
66033,257,100,0.0,9,9,0,driver_standings.csv
66032,257,94,0.0,8,8,0,driver_standings.csv
66031,257,65,0.0,7,7,0,driver_standings.csv
66030,257,91,1.0,6,6,0,driver_standings.csv
66029,257,79,2.0,5,5,0,driver_standings.csv
66028,257,22,3.0,4,4,0,driver_standings.csv
66027,257,55,4.0,3,3,0,driver_standings.csv
66026,257,71,6.0,2,2,0,driver_standings.csv
66025,257,30,10.0,1,1,1,driver_standings.csv
66069,258,103,0.0,15,15,0,driver_standings.csv
66068,258,50,0.0,23,23,0,driver_standings.csv
66067,258,56,0.0,22,22,0,driver_standings.csv
66066,258,84,0.0,20,20,0,driver_standings.csv
66065,258,102,0.0,19,19,0,driver_standings.csv
66064,258,101,0.0,17,17,0,driver_standings.csv
66063,258,44,0.0,14,14,0,driver_standings.csv
66062,258,83,0.0,12,12,0,driver_standings.csv
66061,258,100,1.0,9,9,0,driver_standings.csv
66060,258,94,0.0,13,13,0,driver_standings.csv
66059,258,65,0.0,11,11,0,driver_standings.csv
66058,258,91,1.0,10,10,0,driver_standings.csv
66057,258,79,2.0,8,8,0,driver_standings.csv
66056,258,22,7.0,2,2,0,driver_standings.csv
66055,258,55,4.0,5,5,0,driver_standings.csv
66054,258,71,6.0,3,3,0,driver_standings.csv
66053,258,30,20.0,1,1,2,driver_standings.csv
66103,259,57,4.0,6,6,0,driver_standings.csv
66102,259,49,2.0,11,11,0,driver_standings.csv
66101,259,104,3.0,10,10,0,driver_standings.csv
66100,259,87,0.0,18,18,0,driver_standings.csv
66099,259,103,0.0,19,19,0,driver_standings.csv
66098,259,50,0.0,27,27,0,driver_standings.csv
66097,259,56,0.0,26,26,0,driver_standings.csv
66096,259,84,0.0,15,15,0,driver_standings.csv
66095,259,102,0.0,23,23,0,driver_standings.csv
66094,259,101,0.0,21,21,0,driver_standings.csv
66093,259,44,0.0,17,17,0,driver_standings.csv
66092,259,83,0.0,14,14,0,driver_standings.csv
66091,259,100,1.0,12,12,0,driver_standings.csv
66090,259,94,0.0,16,16,0,driver_standings.csv
66089,259,65,0.0,13,13,0,driver_standings.csv
66088,259,91,4.0,8,8,0,driver_standings.csv
66087,259,79,4.0,9,9,0,driver_standings.csv
66086,259,22,7.0,3,3,0,driver_standings.csv
66085,259,55,4.0,7,7,0,driver_standings.csv
66084,259,71,7.0,2,2,0,driver_standings.csv
66083,259,30,30.0,1,1,3,driver_standings.csv
66139,260,106,0.0,20,20,0,driver_standings.csv
66138,260,77,10.0,2,2,0,driver_standings.csv
66137,260,81,0.0,26,26,0,driver_standings.csv
66136,260,105,1.0,15,15,0,driver_standings.csv
66135,260,57,4.0,8,8,0,driver_standings.csv
66134,260,49,2.0,13,13,0,driver_standings.csv
66133,260,104,3.0,11,11,0,driver_standings.csv
66132,260,87,0.0,22,22,0,driver_standings.csv
66131,260,103,0.0,23,23,0,driver_standings.csv
66130,260,50,0.0,31,31,0,driver_standings.csv
66129,260,56,0.0,30,30,0,driver_standings.csv
66128,260,84,6.0,5,5,0,driver_standings.csv
66127,260,102,0.0,27,27,0,driver_standings.csv
66126,260,101,0.0,25,25,0,driver_standings.csv
66125,260,44,0.0,21,21,0,driver_standings.csv
66124,260,83,0.0,18,18,0,driver_standings.csv
66123,260,100,1.0,14,14,0,driver_standings.csv
66122,260,94,0.0,19,19,0,driver_standings.csv
66121,260,65,0.0,16,16,0,driver_standings.csv
66120,260,91,4.0,9,9,0,driver_standings.csv
66119,260,79,4.0,10,10,0,driver_standings.csv
66118,260,22,7.0,4,4,0,driver_standings.csv
66117,260,55,6.0,7,7,0,driver_standings.csv
66116,260,71,7.0,3,3,0,driver_standings.csv
66115,260,30,40.0,1,1,4,driver_standings.csv
66173,261,107,0.0,27,27,0,driver_standings.csv
66172,261,92,0.0,31,31,0,driver_standings.csv
66171,261,106,0.0,24,24,0,driver_standings.csv
66170,261,77,10.0,3,3,0,driver_standings.csv
66169,261,81,0.0,28,28,0,driver_standings.csv
66168,261,105,1.0,17,17,0,driver_standings.csv
66167,261,57,4.0,9,9,0,driver_standings.csv
66166,261,49,2.0,14,14,0,driver_standings.csv
66165,261,104,3.0,12,12,0,driver_standings.csv
66164,261,87,4.0,8,8,0,driver_standings.csv
66163,261,103,0.0,23,23,0,driver_standings.csv
66162,261,50,0.0,32,32,0,driver_standings.csv
66161,261,56,1.0,18,18,0,driver_standings.csv
66160,261,84,6.0,6,6,0,driver_standings.csv
66159,261,102,0.0,29,29,0,driver_standings.csv
66158,261,101,0.0,26,26,0,driver_standings.csv
66157,261,44,0.0,20,20,0,driver_standings.csv
66156,261,83,0.0,22,22,0,driver_standings.csv
66155,261,100,1.0,16,16,0,driver_standings.csv
66154,261,94,2.0,15,15,0,driver_standings.csv
66153,261,65,0.0,19,19,0,driver_standings.csv
66152,261,91,4.0,10,10,0,driver_standings.csv
66151,261,79,4.0,11,11,0,driver_standings.csv
66150,261,22,7.0,5,5,0,driver_standings.csv
66149,261,55,9.0,4,4,0,driver_standings.csv
66148,261,71,17.0,2,2,1,driver_standings.csv
66147,261,30,46.0,1,1,4,driver_standings.csv
66209,262,108,0.0,31,31,0,driver_standings.csv
66208,262,107,0.0,28,28,0,driver_standings.csv
66207,262,92,0.0,32,32,0,driver_standings.csv
66206,262,106,0.0,25,25,0,driver_standings.csv
66205,262,77,13.0,3,3,0,driver_standings.csv
66204,262,81,0.0,29,29,0,driver_standings.csv
66203,262,105,1.0,19,19,0,driver_standings.csv
66202,262,57,4.0,9,9,0,driver_standings.csv
66201,262,49,2.0,14,14,0,driver_standings.csv
66200,262,104,3.0,12,12,0,driver_standings.csv
66199,262,87,4.0,8,8,0,driver_standings.csv
66198,262,103,0.0,24,24,0,driver_standings.csv
66197,262,50,0.0,33,33,0,driver_standings.csv
66196,262,56,1.0,20,20,0,driver_standings.csv
66195,262,84,6.0,6,6,0,driver_standings.csv
66194,262,102,0.0,30,30,0,driver_standings.csv
66193,262,101,0.0,27,27,0,driver_standings.csv
66192,262,44,0.0,22,22,0,driver_standings.csv
66191,262,83,0.0,23,23,0,driver_standings.csv
66190,262,100,1.0,18,18,0,driver_standings.csv
66189,262,94,2.0,15,15,0,driver_standings.csv
66188,262,65,0.0,21,21,0,driver_standings.csv
66187,262,91,4.0,10,10,0,driver_standings.csv
66186,262,79,4.0,11,11,0,driver_standings.csv
66185,262,22,7.0,5,5,0,driver_standings.csv
66184,262,55,13.0,4,4,0,driver_standings.csv
66183,262,71,23.0,2,2,1,driver_standings.csv
66182,262,30,56.0,1,1,5,driver_standings.csv
66245,263,88,0.0,36,36,0,driver_standings.csv
66244,263,108,0.0,32,32,0,driver_standings.csv
66243,263,107,0.0,29,29,0,driver_standings.csv
66242,263,92,0.0,33,33,0,driver_standings.csv
66241,263,106,0.0,25,25,0,driver_standings.csv
66240,263,77,17.0,3,3,0,driver_standings.csv
66239,263,81,0.0,30,30,0,driver_standings.csv
66238,263,105,1.0,19,19,0,driver_standings.csv
66237,263,57,4.0,10,10,0,driver_standings.csv
66236,263,49,5.0,8,8,0,driver_standings.csv
66235,263,104,3.0,15,15,0,driver_standings.csv
66234,263,87,4.0,9,9,0,driver_standings.csv
66233,263,103,0.0,24,24,0,driver_standings.csv
66232,263,50,0.0,35,35,0,driver_standings.csv
66231,263,56,1.0,20,20,0,driver_standings.csv
66230,263,84,6.0,6,6,0,driver_standings.csv
66229,263,102,0.0,31,31,0,driver_standings.csv
66228,263,101,0.0,28,28,0,driver_standings.csv
66227,263,44,0.0,22,22,0,driver_standings.csv
66226,263,83,0.0,23,23,0,driver_standings.csv
66225,263,100,1.0,18,18,0,driver_standings.csv
66224,263,94,4.0,13,13,0,driver_standings.csv
66223,263,65,0.0,21,21,0,driver_standings.csv
66222,263,91,4.0,11,11,0,driver_standings.csv
66221,263,79,4.0,14,14,0,driver_standings.csv
66220,263,22,7.0,5,5,0,driver_standings.csv
66219,263,55,13.0,4,4,0,driver_standings.csv
66218,263,71,29.0,2,2,1,driver_standings.csv
66217,263,30,66.0,1,1,6,driver_standings.csv
66283,264,78,6.0,8,8,0,driver_standings.csv
66282,264,88,0.0,36,36,0,driver_standings.csv
66281,264,108,0.0,33,33,0,driver_standings.csv
66280,264,107,0.0,30,30,0,driver_standings.csv
66279,264,92,0.0,34,34,0,driver_standings.csv
66278,264,106,0.0,25,25,0,driver_standings.csv
66277,264,77,17.0,4,4,0,driver_standings.csv
66276,264,81,0.0,31,31,0,driver_standings.csv
66275,264,105,1.0,19,19,0,driver_standings.csv
66274,264,57,8.0,6,6,0,driver_standings.csv
66273,264,49,5.0,9,9,0,driver_standings.csv
66272,264,104,3.0,16,16,0,driver_standings.csv
66271,264,87,4.0,11,11,0,driver_standings.csv
66270,264,103,0.0,24,24,0,driver_standings.csv
66269,264,50,0.0,26,26,0,driver_standings.csv
66268,264,56,1.0,20,20,0,driver_standings.csv
66267,264,84,6.0,7,7,0,driver_standings.csv
66266,264,102,0.0,32,32,0,driver_standings.csv
66265,264,101,0.0,29,29,0,driver_standings.csv
66264,264,44,0.0,22,22,0,driver_standings.csv
66263,264,83,0.0,23,23,0,driver_standings.csv
66262,264,100,1.0,18,18,0,driver_standings.csv
66261,264,94,4.0,14,14,0,driver_standings.csv
66260,264,65,0.0,21,21,0,driver_standings.csv
66259,264,91,4.0,12,12,0,driver_standings.csv
66258,264,79,5.0,10,10,0,driver_standings.csv
66257,264,22,10.0,5,5,0,driver_standings.csv
66256,264,55,19.0,3,3,0,driver_standings.csv
66255,264,71,39.0,2,2,2,driver_standings.csv
66254,264,30,66.0,1,1,6,driver_standings.csv
66321,265,110,4.0,16,16,0,driver_standings.csv
66320,265,78,6.0,9,9,0,driver_standings.csv
66319,265,88,0.0,36,36,0,driver_standings.csv
66318,265,108,0.0,33,33,0,driver_standings.csv
66317,265,107,0.0,31,31,0,driver_standings.csv
66316,265,92,0.0,34,34,0,driver_standings.csv
66315,265,106,0.0,25,25,0,driver_standings.csv
66314,265,77,27.0,3,3,1,driver_standings.csv
66313,265,81,2.0,19,19,0,driver_standings.csv
66312,265,105,1.0,22,22,0,driver_standings.csv
66311,265,57,8.0,6,6,0,driver_standings.csv
66310,265,49,5.0,11,11,0,driver_standings.csv
66309,265,104,6.0,10,10,0,driver_standings.csv
66308,265,87,4.0,14,14,0,driver_standings.csv
66307,265,103,4.0,13,13,0,driver_standings.csv
66306,265,50,0.0,27,27,0,driver_standings.csv
66305,265,56,1.0,23,23,0,driver_standings.csv
66304,265,84,6.0,8,8,0,driver_standings.csv
66303,265,102,0.0,32,32,0,driver_standings.csv
66302,265,101,0.0,30,30,0,driver_standings.csv
66301,265,44,6.0,7,7,0,driver_standings.csv
66300,265,83,0.0,26,26,0,driver_standings.csv
66299,265,100,2.0,20,20,0,driver_standings.csv
66298,265,94,4.0,17,17,0,driver_standings.csv
66297,265,65,0.0,24,24,0,driver_standings.csv
66296,265,91,4.0,15,15,0,driver_standings.csv
66295,265,79,5.0,12,12,0,driver_standings.csv
66294,265,22,10.0,5,5,0,driver_standings.csv
66293,265,55,19.0,4,4,0,driver_standings.csv
66292,265,71,39.0,2,2,2,driver_standings.csv
66291,265,30,66.0,1,1,6,driver_standings.csv
66358,266,110,4.0,17,17,0,driver_standings.csv
66357,266,78,6.0,9,9,0,driver_standings.csv
66356,266,88,0.0,36,36,0,driver_standings.csv
66355,266,108,0.0,33,33,0,driver_standings.csv
66354,266,107,0.0,31,31,0,driver_standings.csv
66353,266,92,0.0,34,34,0,driver_standings.csv
66352,266,106,0.0,26,26,0,driver_standings.csv
66351,266,77,27.0,3,3,1,driver_standings.csv
66350,266,81,2.0,20,20,0,driver_standings.csv
66349,266,105,1.0,22,22,0,driver_standings.csv
66348,266,57,8.0,7,7,0,driver_standings.csv
66347,266,49,5.0,12,12,0,driver_standings.csv
66346,266,104,6.0,11,11,0,driver_standings.csv
66345,266,87,6.0,10,10,0,driver_standings.csv
66344,266,103,4.0,14,14,0,driver_standings.csv
66343,266,50,4.0,15,15,0,driver_standings.csv
66342,266,56,1.0,24,24,0,driver_standings.csv
66341,266,84,9.0,6,6,0,driver_standings.csv
66340,266,102,0.0,32,32,0,driver_standings.csv
66339,266,101,0.0,30,30,0,driver_standings.csv
66338,266,44,7.0,8,8,0,driver_standings.csv
66337,266,83,0.0,27,27,0,driver_standings.csv
66336,266,100,2.0,21,21,0,driver_standings.csv
66335,266,94,4.0,18,18,0,driver_standings.csv
66334,266,65,0.0,25,25,0,driver_standings.csv
66333,266,91,4.0,16,16,0,driver_standings.csv
66332,266,79,5.0,13,13,0,driver_standings.csv
66331,266,22,10.0,5,5,0,driver_standings.csv
66330,266,55,19.0,4,4,0,driver_standings.csv
66329,266,71,45.0,2,2,2,driver_standings.csv
66328,266,30,76.0,1,1,7,driver_standings.csv
66396,267,110,4.0,18,18,0,driver_standings.csv
66395,267,78,6.0,12,12,0,driver_standings.csv
66394,267,88,0.0,36,36,0,driver_standings.csv
66393,267,108,0.0,33,33,0,driver_standings.csv
66392,267,107,0.0,31,31,0,driver_standings.csv
66391,267,92,0.0,34,34,0,driver_standings.csv
66390,267,106,0.0,26,26,0,driver_standings.csv
66389,267,77,27.0,3,3,1,driver_standings.csv
66388,267,81,3.0,20,20,0,driver_standings.csv
66387,267,105,1.0,22,22,0,driver_standings.csv
66386,267,57,14.0,5,5,0,driver_standings.csv
66385,267,49,5.0,14,14,0,driver_standings.csv
66384,267,104,6.0,13,13,0,driver_standings.csv
66383,267,87,8.0,9,9,0,driver_standings.csv
66382,267,103,4.0,16,16,0,driver_standings.csv
66381,267,50,8.0,8,8,0,driver_standings.csv
66380,267,56,1.0,24,24,0,driver_standings.csv
66379,267,84,9.0,7,7,0,driver_standings.csv
66378,267,102,0.0,32,32,0,driver_standings.csv
66377,267,101,0.0,30,30,0,driver_standings.csv
66376,267,44,7.0,10,10,0,driver_standings.csv
66375,267,83,0.0,27,27,0,driver_standings.csv
66374,267,100,2.0,21,21,0,driver_standings.csv
66373,267,94,4.0,19,19,0,driver_standings.csv
66372,267,65,0.0,25,25,0,driver_standings.csv
66371,267,91,4.0,17,17,0,driver_standings.csv
66370,267,79,5.0,15,15,0,driver_standings.csv
66369,267,22,10.0,6,6,0,driver_standings.csv
66368,267,55,19.0,4,4,0,driver_standings.csv
66367,267,71,55.0,2,2,3,driver_standings.csv
66366,267,30,76.0,1,1,7,driver_standings.csv
66434,268,110,4.0,18,18,0,driver_standings.csv
66433,268,78,6.0,12,12,0,driver_standings.csv
66432,268,88,0.0,36,36,0,driver_standings.csv
66431,268,108,0.0,33,33,0,driver_standings.csv
66430,268,107,0.0,31,31,0,driver_standings.csv
66429,268,92,0.0,34,34,0,driver_standings.csv
66428,268,106,0.0,26,26,0,driver_standings.csv
66427,268,77,33.0,3,3,1,driver_standings.csv
66426,268,81,3.0,20,20,0,driver_standings.csv
66425,268,105,1.0,22,22,0,driver_standings.csv
66424,268,57,18.0,5,5,0,driver_standings.csv
66423,268,49,5.0,14,14,0,driver_standings.csv
66422,268,104,6.0,13,13,0,driver_standings.csv
66421,268,87,8.0,9,9,0,driver_standings.csv
66420,268,103,4.0,16,16,0,driver_standings.csv
66419,268,50,8.0,8,8,0,driver_standings.csv
66418,268,56,1.0,24,24,0,driver_standings.csv
66417,268,84,11.0,7,7,0,driver_standings.csv
66416,268,102,0.0,32,32,0,driver_standings.csv
66415,268,101,0.0,30,30,0,driver_standings.csv
66414,268,44,7.0,11,11,0,driver_standings.csv
66413,268,83,0.0,27,27,0,driver_standings.csv
66412,268,100,2.0,21,21,0,driver_standings.csv
66411,268,94,4.0,19,19,0,driver_standings.csv
66410,268,65,0.0,25,25,0,driver_standings.csv
66409,268,91,4.0,17,17,0,driver_standings.csv
66408,268,79,5.0,15,15,0,driver_standings.csv
66407,268,22,13.0,6,6,0,driver_standings.csv
66406,268,55,19.0,4,4,0,driver_standings.csv
66405,268,71,65.0,2,2,4,driver_standings.csv
66404,268,30,76.0,1,1,7,driver_standings.csv
66475,269,70,0.0,29,29,0,driver_standings.csv
66474,269,109,1.0,23,23,0,driver_standings.csv
66473,269,110,4.0,18,18,0,driver_standings.csv
66472,269,78,6.0,12,12,0,driver_standings.csv
66471,269,88,0.0,38,38,0,driver_standings.csv
66470,269,108,0.0,35,35,0,driver_standings.csv
66469,269,107,0.0,31,31,0,driver_standings.csv
66468,269,92,0.0,36,36,0,driver_standings.csv
66467,269,106,0.0,26,26,0,driver_standings.csv
66466,269,77,33.0,3,3,1,driver_standings.csv
66465,269,81,3.0,20,20,0,driver_standings.csv
66464,269,105,1.0,22,22,0,driver_standings.csv
66463,269,57,22.0,4,4,0,driver_standings.csv
66462,269,49,5.0,14,14,0,driver_standings.csv
66461,269,104,6.0,13,13,0,driver_standings.csv
66460,269,87,8.0,10,10,0,driver_standings.csv
66459,269,103,4.0,16,16,0,driver_standings.csv
66458,269,50,10.0,9,9,0,driver_standings.csv
66457,269,56,1.0,24,24,0,driver_standings.csv
66456,269,84,12.0,8,8,0,driver_standings.csv
66455,269,102,0.0,34,34,0,driver_standings.csv
66454,269,101,0.0,30,30,0,driver_standings.csv
66453,269,44,7.0,11,11,0,driver_standings.csv
66452,269,83,0.0,27,27,0,driver_standings.csv
66451,269,100,2.0,21,21,0,driver_standings.csv
66450,269,94,4.0,19,19,0,driver_standings.csv
66449,269,65,0.0,25,25,0,driver_standings.csv
66448,269,91,4.0,17,17,0,driver_standings.csv
66447,269,79,5.0,15,15,0,driver_standings.csv
66446,269,22,16.0,6,6,0,driver_standings.csv
66445,269,55,19.0,5,5,0,driver_standings.csv
66444,269,71,75.0,2,2,5,driver_standings.csv
66443,269,30,76.0,1,1,7,driver_standings.csv
66516,270,14,14.0,7,7,0,driver_standings.csv
66515,270,70,0.0,29,29,0,driver_standings.csv
66514,270,109,1.0,24,24,0,driver_standings.csv
66513,270,110,4.0,19,19,0,driver_standings.csv
66512,270,78,6.0,12,12,0,driver_standings.csv
66511,270,88,0.0,39,39,0,driver_standings.csv
66510,270,108,0.0,36,36,0,driver_standings.csv
66509,270,107,0.0,31,31,0,driver_standings.csv
66508,270,92,0.0,37,37,0,driver_standings.csv
66507,270,106,0.0,26,26,0,driver_standings.csv
66506,270,77,35.0,3,3,1,driver_standings.csv
66505,270,81,3.0,21,21,0,driver_standings.csv
66504,270,105,1.0,23,23,0,driver_standings.csv
66503,270,57,26.0,4,4,0,driver_standings.csv
66502,270,49,6.0,14,14,0,driver_standings.csv
66501,270,104,6.0,13,13,0,driver_standings.csv
66500,270,87,8.0,10,10,0,driver_standings.csv
66499,270,103,4.0,16,16,0,driver_standings.csv
66498,270,50,10.0,9,9,0,driver_standings.csv
66497,270,56,4.0,17,17,0,driver_standings.csv
66496,270,84,12.0,8,8,0,driver_standings.csv
66495,270,102,0.0,35,35,0,driver_standings.csv
66494,270,101,0.0,30,30,0,driver_standings.csv
66493,270,44,7.0,11,11,0,driver_standings.csv
66492,270,83,0.0,27,27,0,driver_standings.csv
66491,270,100,2.0,22,22,0,driver_standings.csv
66490,270,94,4.0,20,20,0,driver_standings.csv
66489,270,65,0.0,25,25,0,driver_standings.csv
66488,270,91,4.0,18,18,0,driver_standings.csv
66487,270,79,5.0,15,15,0,driver_standings.csv
66486,270,22,16.0,6,6,0,driver_standings.csv
66485,270,55,19.0,5,5,0,driver_standings.csv
66484,270,71,81.0,2,2,5,driver_standings.csv
66483,270,30,86.0,1,1,8,driver_standings.csv
66560,271,111,0.0,29,29,0,driver_standings.csv
66559,271,85,0.0,45,45,0,driver_standings.csv
66558,271,14,14.0,7,7,0,driver_standings.csv
66557,271,70,0.0,30,30,0,driver_standings.csv
66556,271,109,1.0,25,25,0,driver_standings.csv
66555,271,110,4.0,19,19,0,driver_standings.csv
66554,271,78,6.0,13,13,0,driver_standings.csv
66553,271,88,0.0,41,41,0,driver_standings.csv
66552,271,108,0.0,38,38,0,driver_standings.csv
66551,271,107,0.0,33,33,0,driver_standings.csv
66550,271,92,0.0,39,39,0,driver_standings.csv
66549,271,106,0.0,27,27,0,driver_standings.csv
66548,271,77,35.0,3,3,1,driver_standings.csv
66547,271,81,3.0,22,22,0,driver_standings.csv
66546,271,105,1.0,24,24,0,driver_standings.csv
66545,271,57,26.0,4,4,0,driver_standings.csv
66544,271,49,7.0,12,12,0,driver_standings.csv
66543,271,104,6.0,14,14,0,driver_standings.csv
66542,271,87,8.0,10,10,0,driver_standings.csv
66541,271,103,4.0,17,17,0,driver_standings.csv
66540,271,50,10.0,9,9,0,driver_standings.csv
66539,271,56,6.0,15,15,0,driver_standings.csv
66538,271,84,12.0,8,8,0,driver_standings.csv
66537,271,102,0.0,37,37,0,driver_standings.csv
66536,271,101,0.0,31,31,0,driver_standings.csv
66535,271,44,7.0,11,11,0,driver_standings.csv
66534,271,83,0.0,28,28,0,driver_standings.csv
66533,271,100,2.0,23,23,0,driver_standings.csv
66532,271,94,4.0,20,20,0,driver_standings.csv
66531,271,65,0.0,26,26,0,driver_standings.csv
66530,271,91,4.0,18,18,0,driver_standings.csv
66529,271,79,5.0,16,16,0,driver_standings.csv
66528,271,22,16.0,6,6,0,driver_standings.csv
66527,271,55,23.0,5,5,0,driver_standings.csv
66526,271,71,91.0,2,2,6,driver_standings.csv
66525,271,30,92.0,1,1,8,driver_standings.csv
66015,272,95,13.0,9,9,1,driver_standings.csv
66014,272,111,0.0,29,29,0,driver_standings.csv
66013,272,85,0.0,46,46,0,driver_standings.csv
66012,272,14,14.0,8,8,0,driver_standings.csv
66011,272,70,0.0,30,30,0,driver_standings.csv
66010,272,109,1.0,24,24,0,driver_standings.csv
66009,272,110,4.0,20,20,0,driver_standings.csv
66008,272,78,6.0,14,14,0,driver_standings.csv
66007,272,88,0.0,42,42,0,driver_standings.csv
66006,272,108,0.0,39,39,0,driver_standings.csv
66005,272,107,0.0,34,34,0,driver_standings.csv
66004,272,92,0.0,40,40,0,driver_standings.csv
66003,272,106,0.0,27,27,0,driver_standings.csv
66002,272,77,41.0,3,3,1,driver_standings.csv
66001,272,81,3.0,22,22,0,driver_standings.csv
66000,272,105,1.0,25,25,0,driver_standings.csv
65999,272,57,26.0,4,4,0,driver_standings.csv
65998,272,49,7.0,13,13,0,driver_standings.csv
65997,272,104,6.0,15,15,0,driver_standings.csv
65996,272,87,8.0,12,12,0,driver_standings.csv
65995,272,103,4.0,18,18,0,driver_standings.csv
65994,272,50,10.0,10,10,0,driver_standings.csv
65993,272,56,6.0,16,16,0,driver_standings.csv
65992,272,84,16.0,7,7,0,driver_standings.csv
65991,272,102,0.0,38,38,0,driver_standings.csv
65990,272,101,0.0,31,31,0,driver_standings.csv
65989,272,44,9.0,11,11,0,driver_standings.csv
65988,272,83,0.0,28,28,0,driver_standings.csv
65987,272,100,2.0,23,23,0,driver_standings.csv
65986,272,94,4.0,21,21,0,driver_standings.csv
65985,272,65,0.0,26,26,0,driver_standings.csv
65984,272,91,4.0,19,19,0,driver_standings.csv
65983,272,79,5.0,17,17,0,driver_standings.csv
65982,272,22,19.0,6,6,0,driver_standings.csv
65981,272,55,24.0,5,5,0,driver_standings.csv
65980,272,71,91.0,2,2,6,driver_standings.csv
65979,272,30,92.0,1,1,8,driver_standings.csv
9357,273,118,0.0,7,7,0,driver_standings.csv
9356,273,77,1.0,6,6,0,driver_standings.csv
9355,273,109,2.0,5,5,0,driver_standings.csv
9354,273,104,3.0,4,4,0,driver_standings.csv
9353,273,87,4.0,3,3,0,driver_standings.csv
9352,273,102,6.0,2,2,0,driver_standings.csv
9351,273,117,10.0,1,1,1,driver_standings.csv
9373,274,69,0.0,16,16,0,driver_standings.csv
9372,274,105,0.0,15,15,0,driver_standings.csv
9371,274,100,0.0,14,14,0,driver_standings.csv
9370,274,55,0.0,13,13,0,driver_standings.csv
9369,274,112,0.0,12,12,0,driver_standings.csv
9368,274,70,1.0,10,10,0,driver_standings.csv
9367,274,65,3.0,7,7,0,driver_standings.csv
9366,274,30,4.0,5,5,0,driver_standings.csv
9365,274,71,6.0,3,3,0,driver_standings.csv
9364,274,118,0.0,11,11,0,driver_standings.csv
9363,274,77,1.0,9,9,0,driver_standings.csv
9362,274,109,2.0,8,8,0,driver_standings.csv
9361,274,104,3.0,6,6,0,driver_standings.csv
9360,274,87,6.0,4,4,0,driver_standings.csv
9359,274,102,16.0,1,1,1,driver_standings.csv
9358,274,117,10.0,2,2,1,driver_standings.csv
9392,275,22,0.0,17,17,0,driver_standings.csv
9391,275,120,1.0,11,11,0,driver_standings.csv
9390,275,119,2.0,9,9,0,driver_standings.csv
9389,275,69,0.0,19,19,0,driver_standings.csv
9388,275,105,0.0,18,18,0,driver_standings.csv
9387,275,100,0.0,16,16,0,driver_standings.csv
9386,275,55,0.0,15,15,0,driver_standings.csv
