,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Winner,Result,Year
0,I1,29/08/93,Atalanta,Cagliari,5,2,H,Atalanta,HomeTeamWin,1993
1,I1,29/08/93,Genoa,Roma,2,0,H,Genoa,HomeTeamWin,1993
2,I1,29/08/93,Inter,Reggiana,2,1,H,Inter,HomeTeamWin,1993
3,I1,29/08/93,Juventus,Cremonese,1,0,H,Juventus,HomeTeamWin,1993
4,I1,29/08/93,Lazio,Foggia,0,0,D,Draw,Draw,1993
5,I1,29/08/93,Lecce,Milan,0,1,A,Milan,AwayTeamWin,1993
6,I1,29/08/93,Napoli,Sampdoria,1,2,A,Sampdoria,AwayTeamWin,1993
7,I1,29/08/93,Piacenza,Torino,0,3,A,Torino,AwayTeamWin,1993
8,I1,29/08/93,Udinese,Parma,0,1,A,Parma,AwayTeamWin,1993
9,I1,05/09/93,Cagliari,Udinese,1,2,A,Udinese,AwayTeamWin,1993
10,I1,05/09/93,Cremonese,Napoli,2,0,H,Cremonese,HomeTeamWin,1993
11,I1,05/09/93,Foggia,Inter,1,1,D,Draw,Draw,1993
12,I1,05/09/93,Milan,Genoa,1,0,H,Milan,HomeTeamWin,1993
13,I1,05/09/93,Parma,Lecce,1,0,H,Parma,HomeTeamWin,1993
14,I1,05/09/93,Reggiana,Lazio,0,0,D,Draw,Draw,1993
15,I1,05/09/93,Roma,Juventus,2,1,H,Roma,HomeTeamWin,1993
16,I1,05/09/93,Sampdoria,Piacenza,2,1,H,Sampdoria,HomeTeamWin,1993
17,I1,05/09/93,Torino,Atalanta,2,1,H,Torino,HomeTeamWin,1993
18,I1,08/09/93,Atalanta,Reggiana,2,1,H,Atalanta,HomeTeamWin,1993
19,I1,08/09/93,Genoa,Cagliari,1,1,D,Draw,Draw,1993
20,I1,08/09/93,Inter,Cremonese,2,1,H,Inter,HomeTeamWin,1993
21,I1,08/09/93,Juventus,Sampdoria,3,1,H,Juventus,HomeTeamWin,1993
22,I1,08/09/93,Lazio,Parma,2,1,H,Lazio,HomeTeamWin,1993
23,I1,08/09/93,Lecce,Foggia,0,2,A,Foggia,AwayTeamWin,1993
24,I1,08/09/93,Napoli,Torino,0,0,D,Draw,Draw,1993
25,I1,08/09/93,Piacenza,Milan,0,0,D,Draw,Draw,1993
26,I1,08/09/93,Udinese,Roma,0,0,D,Draw,Draw,1993
27,I1,12/09/93,Cagliari,Inter,1,0,H,Cagliari,HomeTeamWin,1993
28,I1,12/09/93,Cremonese,Lazio,1,0,H,Cremonese,HomeTeamWin,1993
29,I1,12/09/93,Foggia,Juventus,1,1,D,Draw,Draw,1993
30,I1,12/09/93,Milan,Atalanta,2,0,H,Milan,HomeTeamWin,1993
31,I1,12/09/93,Parma,Genoa,2,1,H,Parma,HomeTeamWin,1993
32,I1,12/09/93,Reggiana,Piacenza,1,1,D,Draw,Draw,1993
33,I1,12/09/93,Roma,Napoli,2,3,A,Napoli,AwayTeamWin,1993
34,I1,12/09/93,Sampdoria,Lecce,2,1,H,Sampdoria,HomeTeamWin,1993
35,I1,12/09/93,Torino,Udinese,1,0,H,Torino,HomeTeamWin,1993
36,I1,19/09/93,Atalanta,Cremonese,0,0,D,Draw,Draw,1993
37,I1,19/09/93,Foggia,Cagliari,0,1,A,Cagliari,AwayTeamWin,1993
38,I1,19/09/93,Genoa,Napoli,0,0,D,Draw,Draw,1993
39,I1,19/09/93,Juventus,Reggiana,4,0,H,Juventus,HomeTeamWin,1993
40,I1,19/09/93,Lazio,Inter,0,0,D,Draw,Draw,1993
41,I1,19/09/93,Milan,Roma,2,0,H,Milan,HomeTeamWin,1993
42,I1,19/09/93,Parma,Torino,3,0,H,Parma,HomeTeamWin,1993
43,I1,19/09/93,Piacenza,Lecce,2,1,H,Piacenza,HomeTeamWin,1993
44,I1,19/09/93,Udinese,Sampdoria,0,2,A,Sampdoria,AwayTeamWin,1993
45,I1,26/09/93,Cagliari,Lazio,4,1,H,Cagliari,HomeTeamWin,1993
46,I1,26/09/93,Cremonese,Milan,0,2,A,Milan,AwayTeamWin,1993
47,I1,26/09/93,Inter,Piacenza,2,0,H,Inter,HomeTeamWin,1993
48,I1,26/09/93,Lecce,Juventus,1,1,D,Draw,Draw,1993
49,I1,26/09/93,Napoli,Udinese,2,1,H,Napoli,HomeTeamWin,1993
50,I1,26/09/93,Reggiana,Foggia,0,0,D,Draw,Draw,1993
51,I1,26/09/93,Roma,Atalanta,2,1,H,Roma,HomeTeamWin,1993
52,I1,26/09/93,Sampdoria,Parma,1,1,D,Draw,Draw,1993
53,I1,26/09/93,Torino,Genoa,2,0,H,Torino,HomeTeamWin,1993
54,I1,03/10/93,Atalanta,Sampdoria,1,4,A,Sampdoria,AwayTeamWin,1993
55,I1,03/10/93,Genoa,Reggiana,0,0,D,Draw,Draw,1993
56,I1,03/10/93,Juventus,Torino,3,2,H,Juventus,HomeTeamWin,1993
57,I1,03/10/93,Milan,Lazio,0,0,D,Draw,Draw,1993
58,I1,03/10/93,Napoli,Inter,0,0,D,Draw,Draw,1993
59,I1,03/10/93,Parma,Foggia,3,0,H,Parma,HomeTeamWin,1993
60,I1,03/10/93,Piacenza,Cagliari,1,1,D,Draw,Draw,1993
61,I1,03/10/93,Roma,Cremonese,1,2,A,Cremonese,AwayTeamWin,1993
62,I1,03/10/93,Udinese,Lecce,2,1,H,Udinese,HomeTeamWin,1993
63,I1,17/10/93,Cagliari,Napoli,1,2,A,Napoli,AwayTeamWin,1993
64,I1,17/10/93,Cremonese,Parma,0,0,D,Draw,Draw,1993
65,I1,17/10/93,Foggia,Milan,1,1,D,Draw,Draw,1993
66,I1,17/10/93,Inter,Torino,0,0,D,Draw,Draw,1993
67,I1,17/10/93,Juventus,Atalanta,2,1,H,Juventus,HomeTeamWin,1993
68,I1,17/10/93,Lazio,Piacenza,1,0,H,Lazio,HomeTeamWin,1993
69,I1,17/10/93,Lecce,Genoa,0,0,D,Draw,Draw,1993
70,I1,17/10/93,Reggiana,Udinese,1,1,D,Draw,Draw,1993
71,I1,17/10/93,Sampdoria,Roma,0,1,A,Roma,AwayTeamWin,1993
72,I1,24/10/93,Atalanta,Foggia,1,1,D,Draw,Draw,1993
73,I1,24/10/93,Cremonese,Cagliari,3,1,H,Cremonese,HomeTeamWin,1993
74,I1,24/10/93,Genoa,Piacenza,0,1,A,Piacenza,AwayTeamWin,1993
75,I1,24/10/93,Milan,Juventus,1,1,D,Draw,Draw,1993
76,I1,24/10/93,Napoli,Lecce,3,1,H,Napoli,HomeTeamWin,1993
77,I1,24/10/93,Parma,Reggiana,1,0,H,Parma,HomeTeamWin,1993
78,I1,24/10/93,Roma,Lazio,1,1,D,Draw,Draw,1993
79,I1,24/10/93,Torino,Sampdoria,2,3,A,Sampdoria,AwayTeamWin,1993
80,I1,24/10/93,Udinese,Inter,0,1,A,Inter,AwayTeamWin,1993
81,I1,31/10/93,Cagliari,Torino,2,1,H,Cagliari,HomeTeamWin,1993
82,I1,31/10/93,Foggia,Cremonese,1,1,D,Draw,Draw,1993
83,I1,31/10/93,Inter,Parma,3,2,H,Inter,HomeTeamWin,1993
84,I1,31/10/93,Juventus,Genoa,4,0,H,Juventus,HomeTeamWin,1993
85,I1,31/10/93,Lazio,Udinese,2,1,H,Lazio,HomeTeamWin,1993
86,I1,31/10/93,Lecce,Atalanta,5,1,H,Lecce,HomeTeamWin,1993
87,I1,31/10/93,Piacenza,Napoli,1,1,D,Draw,Draw,1993
88,I1,31/10/93,Reggiana,Roma,0,0,D,Draw,Draw,1993
89,I1,31/10/93,Sampdoria,Milan,3,2,H,Sampdoria,HomeTeamWin,1993
90,I1,07/11/93,Atalanta,Piacenza,0,0,D,Draw,Draw,1993
91,I1,07/11/93,Cremonese,Lecce,2,1,H,Cremonese,HomeTeamWin,1993
92,I1,07/11/93,Inter,Milan,1,2,A,Milan,AwayTeamWin,1993
93,I1,07/11/93,Napoli,Lazio,1,2,A,Lazio,AwayTeamWin,1993
94,I1,07/11/93,Parma,Juventus,2,0,H,Parma,HomeTeamWin,1993
95,I1,07/11/93,Roma,Foggia,0,0,D,Draw,Draw,1993
96,I1,07/11/93,Sampdoria,Cagliari,1,2,A,Cagliari,AwayTeamWin,1993
97,I1,07/11/93,Torino,Reggiana,2,0,H,Torino,HomeTeamWin,1993
98,I1,07/11/93,Udinese,Genoa,0,4,A,Genoa,AwayTeamWin,1993
99,I1,21/11/93,Atalanta,Parma,0,2,A,Parma,AwayTeamWin,1993
100,I1,21/11/93,Foggia,Sampdoria,1,2,A,Sampdoria,AwayTeamWin,1993
101,I1,21/11/93,Genoa,Inter,1,0,H,Genoa,HomeTeamWin,1993
102,I1,21/11/93,Juventus,Cagliari,1,1,D,Draw,Draw,1993
103,I1,21/11/93,Lazio,Torino,1,2,A,Torino,AwayTeamWin,1993
104,I1,21/11/93,Lecce,Roma,0,2,A,Roma,AwayTeamWin,1993
105,I1,21/11/93,Milan,Napoli,2,1,H,Milan,HomeTeamWin,1993
106,I1,21/11/93,Piacenza,Udinese,0,0,D,Draw,Draw,1993
107,I1,21/11/93,Reggiana,Cremonese,2,0,H,Reggiana,HomeTeamWin,1993
108,I1,28/11/93,Cagliari,Roma,1,1,D,Draw,Draw,1993
109,I1,28/11/93,Inter,Juventus,2,2,D,Draw,Draw,1993
110,I1,28/11/93,Lazio,Genoa,4,0,H,Lazio,HomeTeamWin,1993
111,I1,28/11/93,Napoli,Reggiana,5,0,H,Napoli,HomeTeamWin,1993
112,I1,28/11/93,Parma,Milan,0,0,D,Draw,Draw,1993
113,I1,28/11/93,Piacenza,Foggia,5,4,H,Piacenza,HomeTeamWin,1993
114,I1,28/11/93,Sampdoria,Cremonese,3,1,H,Sampdoria,HomeTeamWin,1993
115,I1,28/11/93,Torino,Lecce,3,0,H,Torino,HomeTeamWin,1993
116,I1,28/11/93,Udinese,Atalanta,0,0,D,Draw,Draw,1993
117,I1,05/12/93,Atalanta,Lazio,1,1,D,Draw,Draw,1993
118,I1,05/12/93,Cremonese,Piacenza,4,0,H,Cremonese,HomeTeamWin,1993
119,I1,05/12/93,Foggia,Udinese,2,2,D,Draw,Draw,1993
120,I1,05/12/93,Genoa,Sampdoria,1,1,D,Draw,Draw,1993
121,I1,05/12/93,Juventus,Napoli,1,0,H,Juventus,HomeTeamWin,1993
122,I1,05/12/93,Lecce,Inter,1,3,A,Inter,AwayTeamWin,1993
123,I1,05/12/93,Milan,Torino,1,0,H,Milan,HomeTeamWin,1993
124,I1,05/12/93,Reggiana,Cagliari,3,1,H,Reggiana,HomeTeamWin,1993
125,I1,05/12/93,Roma,Parma,2,0,H,Roma,HomeTeamWin,1993
126,I1,12/12/93,Cagliari,Parma,0,4,A,Parma,AwayTeamWin,1993
127,I1,12/12/93,Genoa,Foggia,1,4,A,Foggia,AwayTeamWin,1993
128,I1,12/12/93,Inter,Sampdoria,3,0,H,Inter,HomeTeamWin,1993
129,I1,12/12/93,Lazio,Juventus,3,1,H,Lazio,HomeTeamWin,1993
130,I1,12/12/93,Napoli,Atalanta,4,0,H,Napoli,HomeTeamWin,1993
131,I1,12/12/93,Piacenza,Roma,1,0,H,Piacenza,HomeTeamWin,1993
132,I1,12/12/93,Reggiana,Lecce,1,0,H,Reggiana,HomeTeamWin,1993
133,I1,12/12/93,Torino,Cremonese,1,1,D,Draw,Draw,1993
134,I1,12/12/93,Udinese,Milan,0,0,D,Draw,Draw,1993
135,I1,19/12/93,Atalanta,Genoa,2,1,H,Atalanta,HomeTeamWin,1993
136,I1,19/12/93,Cremonese,Udinese,1,1,D,Draw,Draw,1993
137,I1,19/12/93,Foggia,Torino,1,0,H,Foggia,HomeTeamWin,1993
138,I1,19/12/93,Juventus,Piacenza,2,0,H,Juventus,HomeTeamWin,1993
139,I1,19/12/93,Lecce,Lazio,1,2,A,Lazio,AwayTeamWin,1993
140,I1,19/12/93,Milan,Cagliari,2,1,H,Milan,HomeTeamWin,1993
141,I1,19/12/93,Parma,Napoli,1,3,A,Napoli,AwayTeamWin,1993
142,I1,19/12/93,Roma,Inter,1,1,D,Draw,Draw,1993
143,I1,19/12/93,Sampdoria,Reggiana,1,0,H,Sampdoria,HomeTeamWin,1993
144,I1,02/01/94,Cagliari,Lecce,2,1,H,Cagliari,HomeTeamWin,1994
145,I1,02/01/94,Genoa,Cremonese,1,0,H,Genoa,HomeTeamWin,1994
146,I1,02/01/94,Inter,Atalanta,1,2,A,Atalanta,AwayTeamWin,1994
147,I1,02/01/94,Lazio,Sampdoria,1,1,D,Draw,Draw,1994
148,I1,02/01/94,Napoli,Foggia,1,1,D,Draw,Draw,1994
149,I1,02/01/94,Piacenza,Parma,1,1,D,Draw,Draw,1994
150,I1,02/01/94,Reggiana,Milan,0,1,A,Milan,AwayTeamWin,1994
151,I1,02/01/94,Torino,Roma,1,1,D,Draw,Draw,1994
152,I1,02/01/94,Udinese,Juventus,0,3,A,Juventus,AwayTeamWin,1994
153,I1,09/01/94,Cagliari,Atalanta,1,1,D,Draw,Draw,1994
154,I1,09/01/94,Cremonese,Juventus,1,1,D,Draw,Draw,1994
155,I1,09/01/94,Foggia,Lazio,4,1,H,Foggia,HomeTeamWin,1994
156,I1,09/01/94,Milan,Lecce,0,0,D,Draw,Draw,1994
157,I1,09/01/94,Parma,Udinese,0,1,A,Udinese,AwayTeamWin,1994
158,I1,09/01/94,Reggiana,Inter,1,0,H,Reggiana,HomeTeamWin,1994
159,I1,09/01/94,Roma,Genoa,1,1,D,Draw,Draw,1994
160,I1,09/01/94,Sampdoria,Napoli,4,1,H,Sampdoria,HomeTeamWin,1994
161,I1,09/01/94,Torino,Piacenza,1,0,H,Torino,HomeTeamWin,1994
162,I1,16/01/94,Atalanta,Torino,2,2,D,Draw,Draw,1994
163,I1,16/01/94,Genoa,Milan,0,0,D,Draw,Draw,1994
164,I1,16/01/94,Inter,Foggia,3,1,H,Inter,HomeTeamWin,1994
165,I1,16/01/94,Juventus,Roma,0,0,D,Draw,Draw,1994
166,I1,16/01/94,Lazio,Reggiana,2,0,H,Lazio,HomeTeamWin,1994
167,I1,16/01/94,Lecce,Parma,1,1,D,Draw,Draw,1994
168,I1,16/01/94,Napoli,Cremonese,2,1,H,Napoli,HomeTeamWin,1994
169,I1,16/01/94,Piacenza,Sampdoria,2,1,H,Piacenza,HomeTeamWin,1994
170,I1,16/01/94,Udinese,Cagliari,1,1,D,Draw,Draw,1994
171,I1,23/01/94,Cagliari,Genoa,0,0,D,Draw,Draw,1994
172,I1,23/01/94,Cremonese,Inter,1,4,A,Inter,AwayTeamWin,1994
173,I1,23/01/94,Foggia,Lecce,5,0,H,Foggia,HomeTeamWin,1994
174,I1,23/01/94,Milan,Piacenza,2,0,H,Milan,HomeTeamWin,1994
175,I1,23/01/94,Parma,Lazio,2,0,H,Parma,HomeTeamWin,1994
176,I1,23/01/94,Reggiana,Atalanta,3,0,H,Reggiana,HomeTeamWin,1994
177,I1,23/01/94,Roma,Udinese,0,2,A,Udinese,AwayTeamWin,1994
178,I1,23/01/94,Sampdoria,Juventus,1,1,D,Draw,Draw,1994
179,I1,23/01/94,Torino,Napoli,1,1,D,Draw,Draw,1994
180,I1,30/01/94,Atalanta,Milan,0,1,A,Milan,AwayTeamWin,1994
181,I1,30/01/94,Genoa,Parma,0,4,A,Parma,AwayTeamWin,1994
182,I1,30/01/94,Inter,Cagliari,3,3,D,Draw,Draw,1994
183,I1,30/01/94,Juventus,Foggia,2,0,H,Juventus,HomeTeamWin,1994
184,I1,30/01/94,Lazio,Cremonese,4,2,H,Lazio,HomeTeamWin,1994
185,I1,30/01/94,Lecce,Sampdoria,0,3,A,Sampdoria,AwayTeamWin,1994
186,I1,30/01/94,Napoli,Roma,1,1,D,Draw,Draw,1994
187,I1,30/01/94,Piacenza,Reggiana,3,2,H,Piacenza,HomeTeamWin,1994
188,I1,30/01/94,Udinese,Torino,1,1,D,Draw,Draw,1994
189,I1,06/02/94,Cagliari,Foggia,1,1,D,Draw,Draw,1994
190,I1,06/02/94,Cremonese,Atalanta,2,0,H,Cremonese,HomeTeamWin,1994
191,I1,06/02/94,Inter,Lazio,1,2,A,Lazio,AwayTeamWin,1994
192,I1,06/02/94,Lecce,Piacenza,1,1,D,Draw,Draw,1994
193,I1,06/02/94,Napoli,Genoa,1,1,D,Draw,Draw,1994
194,I1,06/02/94,Reggiana,Juventus,0,0,D,Draw,Draw,1994
195,I1,06/02/94,Roma,Milan,0,2,A,Milan,AwayTeamWin,1994
196,I1,06/02/94,Sampdoria,Udinese,6,2,H,Sampdoria,HomeTeamWin,1994
197,I1,06/02/94,Torino,Parma,1,2,A,Parma,AwayTeamWin,1994
198,I1,13/02/94,Atalanta,Roma,1,1,D,Draw,Draw,1994
199,I1,13/02/94,Foggia,Reggiana,1,0,H,Foggia,HomeTeamWin,1994
200,I1,13/02/94,Genoa,Torino,1,1,D,Draw,Draw,1994
201,I1,13/02/94,Juventus,Lecce,5,1,H,Juventus,HomeTeamWin,1994
202,I1,13/02/94,Lazio,Cagliari,4,0,H,Lazio,HomeTeamWin,1994
203,I1,13/02/94,Milan,Cremonese,1,0,H,Milan,HomeTeamWin,1994
204,I1,13/02/94,Parma,Sampdoria,2,1,H,Parma,HomeTeamWin,1994
205,I1,13/02/94,Piacenza,Inter,2,1,H,Piacenza,HomeTeamWin,1994
206,I1,13/02/94,Udinese,Napoli,3,1,H,Udinese,HomeTeamWin,1994
207,I1,20/02/94,Cagliari,Piacenza,2,0,H,Cagliari,HomeTeamWin,1994
208,I1,20/02/94,Cremonese,Roma,1,1,D,Draw,Draw,1994
209,I1,20/02/94,Foggia,Parma,3,2,H,Foggia,HomeTeamWin,1994
210,I1,20/02/94,Inter,Napoli,0,0,D,Draw,Draw,1994
211,I1,20/02/94,Lazio,Milan,0,1,A,Milan,AwayTeamWin,1994
212,I1,20/02/94,Lecce,Udinese,1,0,H,Lecce,HomeTeamWin,1994
213,I1,20/02/94,Reggiana,Genoa,1,1,D,Draw,Draw,1994
214,I1,20/02/94,Sampdoria,Atalanta,3,1,H,Sampdoria,HomeTeamWin,1994
215,I1,20/02/94,Torino,Juventus,1,1,D,Draw,Draw,1994
216,I1,27/02/94,Atalanta,Juventus,1,3,A,Juventus,AwayTeamWin,1994
217,I1,27/02/94,Genoa,Lecce,2,0,H,Genoa,HomeTeamWin,1994
218,I1,27/02/94,Milan,Foggia,2,1,H,Milan,HomeTeamWin,1994
219,I1,27/02/94,Napoli,Cagliari,1,2,A,Cagliari,AwayTeamWin,1994
220,I1,27/02/94,Parma,Cremonese,2,1,H,Parma,HomeTeamWin,1994
221,I1,27/02/94,Piacenza,Lazio,1,2,A,Lazio,AwayTeamWin,1994
222,I1,27/02/94,Roma,Sampdoria,0,1,A,Sampdoria,AwayTeamWin,1994
223,I1,27/02/94,Torino,Inter,2,0,H,Torino,HomeTeamWin,1994
224,I1,27/02/94,Udinese,Reggiana,2,1,H,Udinese,HomeTeamWin,1994
225,I1,06/03/94,Cagliari,Cremonese,0,0,D,Draw,Draw,1994
226,I1,06/03/94,Foggia,Atalanta,1,1,D,Draw,Draw,1994
227,I1,06/03/94,Inter,Udinese,1,0,H,Inter,HomeTeamWin,1994
228,I1,06/03/94,Juventus,Milan,0,1,A,Milan,AwayTeamWin,1994
229,I1,06/03/94,Lazio,Roma,1,0,H,Lazio,HomeTeamWin,1994
230,I1,06/03/94,Lecce,Napoli,0,1,A,Napoli,AwayTeamWin,1994
231,I1,06/03/94,Piacenza,Genoa,1,1,D,Draw,Draw,1994
232,I1,06/03/94,Reggiana,Parma,2,0,H,Reggiana,HomeTeamWin,1994
233,I1,06/03/94,Sampdoria,Torino,1,0,H,Sampdoria,HomeTeamWin,1994
234,I1,13/03/94,Atalanta,Lecce,3,4,A,Lecce,AwayTeamWin,1994
235,I1,13/03/94,Cremonese,Foggia,2,0,H,Cremonese,HomeTeamWin,1994
236,I1,13/03/94,Genoa,Juventus,1,1,D,Draw,Draw,1994
237,I1,13/03/94,Milan,Sampdoria,1,0,H,Milan,HomeTeamWin,1994
238,I1,13/03/94,Napoli,Piacenza,0,0,D,Draw,Draw,1994
239,I1,13/03/94,Parma,Inter,4,1,H,Parma,HomeTeamWin,1994
240,I1,13/03/94,Roma,Reggiana,0,0,D,Draw,Draw,1994
241,I1,13/03/94,Torino,Cagliari,2,1,H,Torino,HomeTeamWin,1994
242,I1,13/03/94,Udinese,Lazio,2,2,D,Draw,Draw,1994
243,I1,20/03/94,Cagliari,Sampdoria,0,0,D,Draw,Draw,1994
244,I1,20/03/94,Foggia,Roma,1,1,D,Draw,Draw,1994
245,I1,20/03/94,Genoa,Udinese,3,0,H,Genoa,HomeTeamWin,1994
246,I1,20/03/94,Juventus,Parma,4,0,H,Juventus,HomeTeamWin,1994
247,I1,20/03/94,Lazio,Napoli,3,0,H,Lazio,HomeTeamWin,1994
248,I1,20/03/94,Lecce,Cremonese,2,4,A,Cremonese,AwayTeamWin,1994
249,I1,20/03/94,Milan,Inter,2,1,H,Milan,HomeTeamWin,1994
250,I1,20/03/94,Piacenza,Atalanta,4,0,H,Piacenza,HomeTeamWin,1994
251,I1,20/03/94,Reggiana,Torino,1,0,H,Reggiana,HomeTeamWin,1994
252,I1,27/03/94,Cagliari,Juventus,0,1,A,Juventus,AwayTeamWin,1994
253,I1,27/03/94,Cremonese,Reggiana,1,1,D,Draw,Draw,1994
254,I1,27/03/94,Inter,Genoa,1,3,A,Genoa,AwayTeamWin,1994
255,I1,27/03/94,Napoli,Milan,1,0,H,Napoli,HomeTeamWin,1994
256,I1,27/03/94,Parma,Atalanta,2,1,H,Parma,HomeTeamWin,1994
257,I1,27/03/94,Roma,Lecce,3,0,H,Roma,HomeTeamWin,1994
258,I1,27/03/94,Sampdoria,Foggia,6,0,H,Sampdoria,HomeTeamWin,1994
259,I1,27/03/94,Torino,Lazio,1,1,D,Draw,Draw,1994
260,I1,27/03/94,Udinese,Piacenza,2,2,D,Draw,Draw,1994
261,I1,04/04/94,Atalanta,Udinese,1,1,D,Draw,Draw,1994
262,I1,04/04/94,Cremonese,Sampdoria,0,0,D,Draw,Draw,1994
263,I1,04/04/94,Foggia,Piacenza,1,0,H,Foggia,HomeTeamWin,1994
264,I1,04/04/94,Genoa,Lazio,1,1,D,Draw,Draw,1994
265,I1,04/04/94,Juventus,Inter,1,0,H,Juventus,HomeTeamWin,1994
266,I1,04/04/94,Lecce,Torino,1,2,A,Torino,AwayTeamWin,1994
267,I1,04/04/94,Milan,Parma,1,1,D,Draw,Draw,1994
268,I1,04/04/94,Reggiana,Napoli,1,0,H,Reggiana,HomeTeamWin,1994
269,I1,04/04/94,Roma,Cagliari,2,0,H,Roma,HomeTeamWin,1994
270,I1,10/04/94,Cagliari,Reggiana,3,0,H,Cagliari,HomeTeamWin,1994
271,I1,10/04/94,Inter,Lecce,4,1,H,Inter,HomeTeamWin,1994
272,I1,10/04/94,Lazio,Atalanta,3,1,H,Lazio,HomeTeamWin,1994
273,I1,10/04/94,Napoli,Juventus,0,0,D,Draw,Draw,1994
274,I1,10/04/94,Parma,Roma,0,2,A,Roma,AwayTeamWin,1994
275,I1,10/04/94,Piacenza,Cremonese,1,1,D,Draw,Draw,1994
276,I1,10/04/94,Sampdoria,Genoa,1,1,D,Draw,Draw,1994
277,I1,10/04/94,Torino,Milan,0,0,D,Draw,Draw,1994
278,I1,10/04/94,Udinese,Foggia,3,0,H,Udinese,HomeTeamWin,1994
279,I1,17/04/94,Atalanta,Napoli,1,1,D,Draw,Draw,1994
280,I1,17/04/94,Cremonese,Torino,1,1,D,Draw,Draw,1994
281,I1,17/04/94,Foggia,Genoa,3,0,H,Foggia,HomeTeamWin,1994
282,I1,17/04/94,Juventus,Lazio,6,1,H,Juventus,HomeTeamWin,1994
283,I1,17/04/94,Lecce,Reggiana,2,4,A,Reggiana,AwayTeamWin,1994
284,I1,17/04/94,Milan,Udinese,2,2,D,Draw,Draw,1994
285,I1,17/04/94,Parma,Cagliari,3,1,H,Parma,HomeTeamWin,1994
286,I1,17/04/94,Roma,Piacenza,3,1,H,Roma,HomeTeamWin,1994
287,I1,17/04/94,Sampdoria,Inter,3,1,H,Sampdoria,HomeTeamWin,1994
288,I1,24/04/94,Cagliari,Milan,0,0,D,Draw,Draw,1994
289,I1,24/04/94,Genoa,Atalanta,2,1,H,Genoa,HomeTeamWin,1994
290,I1,24/04/94,Inter,Roma,2,2,D,Draw,Draw,1994
291,I1,24/04/94,Lazio,Lecce,3,0,H,Lazio,HomeTeamWin,1994
292,I1,24/04/94,Napoli,Parma,2,0,H,Napoli,HomeTeamWin,1994
293,I1,24/04/94,Piacenza,Juventus,0,0,D,Draw,Draw,1994
294,I1,24/04/94,Reggiana,Sampdoria,1,1,D,Draw,Draw,1994
295,I1,24/04/94,Torino,Foggia,1,4,A,Foggia,AwayTeamWin,1994
296,I1,24/04/94,Udinese,Cremonese,3,3,D,Draw,Draw,1994
297,I1,01/05/94,Atalanta,Inter,2,1,H,Atalanta,HomeTeamWin,1994
298,I1,01/05/94,Cremonese,Genoa,1,1,D,Draw,Draw,1994
299,I1,01/05/94,Foggia,Napoli,0,1,A,Napoli,AwayTeamWin,1994
300,I1,01/05/94,Juventus,Udinese,1,0,H,Juventus,HomeTeamWin,1994
301,I1,01/05/94,Lecce,Cagliari,0,1,A,Cagliari,AwayTeamWin,1994
302,I1,01/05/94,Milan,Reggiana,0,1,A,Reggiana,AwayTeamWin,1994
303,I1,01/05/94,Parma,Piacenza,0,0,D,Draw,Draw,1994
304,I1,01/05/94,Roma,Torino,2,0,H,Roma,HomeTeamWin,1994
305,I1,01/05/94,Sampdoria,Lazio,3,4,A,Lazio,AwayTeamWin,1994
306,I1,04/09/94,Bari,Lazio,0,1,A,Lazio,AwayTeamWin,1994
307,I1,04/09/94,Brescia,Juventus,1,1,D,Draw,Draw,1994
308,I1,04/09/94,Fiorentina,Cagliari,2,1,H,Fiorentina,HomeTeamWin,1994
309,I1,04/09/94,Milan,Genoa,1,0,H,Milan,HomeTeamWin,1994
310,I1,04/09/94,Napoli,Reggiana,1,0,H,Napoli,HomeTeamWin,1994
311,I1,04/09/94,Parma,Cremonese,2,0,H,Parma,HomeTeamWin,1994
312,I1,04/09/94,Roma,Foggia,1,1,D,Draw,Draw,1994
313,I1,04/09/94,Sampdoria,Padova,5,0,H,Sampdoria,HomeTeamWin,1994
314,I1,04/09/94,Torino,Inter,0,2,A,Inter,AwayTeamWin,1994
315,I1,11/09/94,Cagliari,Milan,1,1,D,Draw,Draw,1994
316,I1,11/09/94,Cremonese,Napoli,2,0,H,Cremonese,HomeTeamWin,1994
317,I1,11/09/94,Foggia,Brescia,3,1,H,Foggia,HomeTeamWin,1994
318,I1,11/09/94,Genoa,Fiorentina,1,1,D,Draw,Draw,1994
319,I1,11/09/94,Inter,Roma,0,1,A,Roma,AwayTeamWin,1994
320,I1,11/09/94,Juventus,Bari,2,0,H,Juventus,HomeTeamWin,1994
321,I1,11/09/94,Lazio,Torino,3,0,H,Lazio,HomeTeamWin,1994
322,I1,11/09/94,Padova,Parma,0,3,A,Parma,AwayTeamWin,1994
323,I1,11/09/94,Reggiana,Sampdoria,0,2,A,Sampdoria,AwayTeamWin,1994
324,I1,18/09/94,Bari,Reggiana,1,0,H,Bari,HomeTeamWin,1994
325,I1,18/09/94,Brescia,Inter,0,0,D,Draw,Draw,1994
326,I1,18/09/94,Fiorentina,Cremonese,3,1,H,Fiorentina,HomeTeamWin,1994
327,I1,18/09/94,Milan,Lazio,2,1,H,Milan,HomeTeamWin,1994
328,I1,18/09/94,Napoli,Juventus,0,2,A,Juventus,AwayTeamWin,1994
329,I1,18/09/94,Parma,Cagliari,2,1,H,Parma,HomeTeamWin,1994
