,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Winner,Result,Year
4111,I1,07/05/06,Livorno,Sampdoria,0,0,D,Draw,Draw,2006
4112,I1,07/05/06,Messina,Empoli,1,2,A,Empoli,AwayTeamWin,2006
4113,I1,07/05/06,Parma,Milan,2,3,A,Milan,AwayTeamWin,2006
4114,I1,07/05/06,Roma,Treviso,1,0,H,Roma,HomeTeamWin,2006
4115,I1,07/05/06,Udinese,Cagliari,2,0,H,Udinese,HomeTeamWin,2006
4116,I1,14/05/06,Cagliari,Inter,2,2,D,Draw,Draw,2006
4117,I1,14/05/06,Chievo,Fiorentina,0,2,A,Fiorentina,AwayTeamWin,2006
4118,I1,14/05/06,Empoli,Ascoli,1,2,A,Ascoli,AwayTeamWin,2006
4119,I1,14/05/06,Lazio,Parma,1,0,H,Lazio,HomeTeamWin,2006
4120,I1,14/05/06,Milan,Roma,2,1,H,Milan,HomeTeamWin,2006
4121,I1,14/05/06,Palermo,Messina,1,0,H,Palermo,HomeTeamWin,2006
4122,I1,14/05/06,Reggina,Juventus,0,2,A,Juventus,AwayTeamWin,2006
4123,I1,14/05/06,Sampdoria,Lecce,1,3,A,Lecce,AwayTeamWin,2006
4124,I1,14/05/06,Siena,Livorno,0,0,D,Draw,Draw,2006
4125,I1,14/05/06,Treviso,Udinese,2,1,H,Treviso,HomeTeamWin,2006
4126,I1,09/09/06,Fiorentina,Inter,2,3,A,Inter,AwayTeamWin,2006
4127,I1,09/09/06,Roma,Livorno,2,0,H,Roma,HomeTeamWin,2006
4128,I1,10/09/06,Atalanta,Ascoli,3,1,H,Atalanta,HomeTeamWin,2006
4129,I1,10/09/06,Cagliari,Catania,0,1,A,Catania,AwayTeamWin,2006
4130,I1,10/09/06,Chievo,Siena,1,2,A,Siena,AwayTeamWin,2006
4131,I1,10/09/06,Messina,Udinese,1,0,H,Messina,HomeTeamWin,2006
4132,I1,10/09/06,Milan,Lazio,2,1,H,Milan,HomeTeamWin,2006
4133,I1,10/09/06,Palermo,Reggina,4,3,H,Palermo,HomeTeamWin,2006
4134,I1,10/09/06,Sampdoria,Empoli,1,2,A,Empoli,AwayTeamWin,2006
4135,I1,10/09/06,Torino,Parma,1,1,D,Draw,Draw,2006
4136,I1,16/09/06,Inter,Sampdoria,1,1,D,Draw,Draw,2006
4137,I1,16/09/06,Reggina,Cagliari,2,1,H,Reggina,HomeTeamWin,2006
4138,I1,17/09/06,Ascoli,Messina,1,1,D,Draw,Draw,2006
4139,I1,17/09/06,Catania,Atalanta,0,0,D,Draw,Draw,2006
4140,I1,17/09/06,Empoli,Chievo,1,1,D,Draw,Draw,2006
4141,I1,17/09/06,Lazio,Palermo,1,2,A,Palermo,AwayTeamWin,2006
4142,I1,17/09/06,Livorno,Fiorentina,1,0,H,Livorno,HomeTeamWin,2006
4143,I1,17/09/06,Parma,Milan,0,2,A,Milan,AwayTeamWin,2006
4144,I1,17/09/06,Siena,Roma,1,3,A,Roma,AwayTeamWin,2006
4145,I1,17/09/06,Udinese,Torino,2,0,H,Udinese,HomeTeamWin,2006
4146,I1,20/09/06,Atalanta,Empoli,0,0,D,Draw,Draw,2006
4147,I1,20/09/06,Cagliari,Livorno,2,2,D,Draw,Draw,2006
4148,I1,20/09/06,Chievo,Lazio,0,1,A,Lazio,AwayTeamWin,2006
4149,I1,20/09/06,Fiorentina,Parma,1,0,H,Fiorentina,HomeTeamWin,2006
4150,I1,20/09/06,Messina,Reggina,2,0,H,Messina,HomeTeamWin,2006
4151,I1,20/09/06,Milan,Ascoli,1,0,H,Milan,HomeTeamWin,2006
4152,I1,20/09/06,Palermo,Catania,5,3,H,Palermo,HomeTeamWin,2006
4153,I1,20/09/06,Roma,Inter,0,1,A,Inter,AwayTeamWin,2006
4154,I1,20/09/06,Sampdoria,Udinese,3,3,D,Draw,Draw,2006
4155,I1,20/09/06,Torino,Siena,1,2,A,Siena,AwayTeamWin,2006
4156,I1,23/09/06,Catania,Messina,2,2,D,Draw,Draw,2006
4157,I1,23/09/06,Livorno,Milan,0,0,D,Draw,Draw,2006
4158,I1,24/09/06,Ascoli,Sampdoria,1,1,D,Draw,Draw,2006
4159,I1,24/09/06,Empoli,Palermo,2,0,H,Empoli,HomeTeamWin,2006
4160,I1,24/09/06,Inter,Chievo,4,3,H,Inter,HomeTeamWin,2006
4161,I1,24/09/06,Lazio,Atalanta,1,0,H,Lazio,HomeTeamWin,2006
4162,I1,24/09/06,Parma,Roma,0,4,A,Roma,AwayTeamWin,2006
4163,I1,24/09/06,Reggina,Torino,1,1,D,Draw,Draw,2006
4164,I1,24/09/06,Siena,Cagliari,0,0,D,Draw,Draw,2006
4165,I1,24/09/06,Udinese,Fiorentina,1,0,H,Udinese,HomeTeamWin,2006
4166,I1,30/09/06,Atalanta,Reggina,1,1,D,Draw,Draw,2006
4167,I1,30/09/06,Torino,Lazio,0,4,A,Lazio,AwayTeamWin,2006
4168,I1,01/10/06,Cagliari,Inter,1,1,D,Draw,Draw,2006
4169,I1,01/10/06,Chievo,Palermo,0,1,A,Palermo,AwayTeamWin,2006
4170,I1,01/10/06,Fiorentina,Catania,3,0,H,Fiorentina,HomeTeamWin,2006
4171,I1,01/10/06,Messina,Livorno,0,1,A,Livorno,AwayTeamWin,2006
4172,I1,01/10/06,Milan,Siena,0,0,D,Draw,Draw,2006
4173,I1,01/10/06,Roma,Empoli,1,0,H,Roma,HomeTeamWin,2006
4174,I1,01/10/06,Sampdoria,Parma,3,2,H,Sampdoria,HomeTeamWin,2006
4175,I1,01/10/06,Udinese,Ascoli,0,0,D,Draw,Draw,2006
4176,I1,14/10/06,Sampdoria,Milan,1,1,D,Draw,Draw,2006
4177,I1,14/10/06,Siena,Messina,3,1,H,Siena,HomeTeamWin,2006
4178,I1,15/10/06,Ascoli,Livorno,0,2,A,Livorno,AwayTeamWin,2006
4179,I1,15/10/06,Empoli,Fiorentina,1,2,A,Fiorentina,AwayTeamWin,2006
4180,I1,15/10/06,Inter,Catania,2,1,H,Inter,HomeTeamWin,2006
4181,I1,15/10/06,Lazio,Cagliari,0,0,D,Draw,Draw,2006
4182,I1,15/10/06,Palermo,Atalanta,2,3,A,Atalanta,AwayTeamWin,2006
4183,I1,15/10/06,Parma,Udinese,0,3,A,Udinese,AwayTeamWin,2006
4184,I1,15/10/06,Reggina,Roma,1,0,H,Reggina,HomeTeamWin,2006
4185,I1,15/10/06,Torino,Chievo,1,0,H,Torino,HomeTeamWin,2006
4186,I1,21/10/06,Cagliari,Torino,0,0,D,Draw,Draw,2006
4187,I1,21/10/06,Messina,Empoli,2,2,D,Draw,Draw,2006
4188,I1,22/10/06,Atalanta,Sampdoria,3,2,H,Atalanta,HomeTeamWin,2006
4189,I1,22/10/06,Catania,Lazio,3,1,H,Catania,HomeTeamWin,2006
4190,I1,22/10/06,Fiorentina,Reggina,3,0,H,Fiorentina,HomeTeamWin,2006
4191,I1,22/10/06,Livorno,Siena,0,0,D,Draw,Draw,2006
4192,I1,22/10/06,Milan,Palermo,0,2,A,Palermo,AwayTeamWin,2006
4193,I1,22/10/06,Parma,Ascoli,1,0,H,Parma,HomeTeamWin,2006
4194,I1,22/10/06,Roma,Chievo,1,1,D,Draw,Draw,2006
4195,I1,22/10/06,Udinese,Inter,0,0,D,Draw,Draw,2006
4196,I1,25/10/06,Atalanta,Cagliari,3,3,D,Draw,Draw,2006
4197,I1,25/10/06,Chievo,Milan,0,1,A,Milan,AwayTeamWin,2006
4198,I1,25/10/06,Empoli,Udinese,1,1,D,Draw,Draw,2006
4199,I1,25/10/06,Inter,Livorno,4,1,H,Inter,HomeTeamWin,2006
4200,I1,25/10/06,Palermo,Messina,2,1,H,Palermo,HomeTeamWin,2006
4201,I1,25/10/06,Reggina,Parma,3,2,H,Reggina,HomeTeamWin,2006
4202,I1,25/10/06,Roma,Ascoli,2,2,D,Draw,Draw,2006
4203,I1,25/10/06,Sampdoria,Lazio,2,0,H,Sampdoria,HomeTeamWin,2006
4204,I1,25/10/06,Siena,Catania,1,1,D,Draw,Draw,2006
4205,I1,25/10/06,Torino,Fiorentina,0,1,A,Fiorentina,AwayTeamWin,2006
4206,I1,28/10/06,Milan,Inter,3,4,A,Inter,AwayTeamWin,2006
4207,I1,28/10/06,Udinese,Roma,0,1,A,Roma,AwayTeamWin,2006
4208,I1,29/10/06,Ascoli,Siena,0,1,A,Siena,AwayTeamWin,2006
4209,I1,29/10/06,Cagliari,Sampdoria,1,0,H,Cagliari,HomeTeamWin,2006
4210,I1,29/10/06,Catania,Torino,1,1,D,Draw,Draw,2006
4211,I1,29/10/06,Fiorentina,Palermo,2,3,A,Palermo,AwayTeamWin,2006
4212,I1,29/10/06,Lazio,Reggina,0,0,D,Draw,Draw,2006
4213,I1,29/10/06,Livorno,Empoli,0,0,D,Draw,Draw,2006
4214,I1,29/10/06,Messina,Chievo,2,1,H,Messina,HomeTeamWin,2006
4215,I1,29/10/06,Parma,Atalanta,3,1,H,Parma,HomeTeamWin,2006
4216,I1,04/11/06,Reggina,Catania,0,1,A,Catania,AwayTeamWin,2006
4217,I1,04/11/06,Siena,Parma,2,2,D,Draw,Draw,2006
4218,I1,05/11/06,Atalanta,Milan,2,0,H,Atalanta,HomeTeamWin,2006
4219,I1,05/11/06,Chievo,Cagliari,0,0,D,Draw,Draw,2006
4220,I1,05/11/06,Empoli,Lazio,1,1,D,Draw,Draw,2006
4221,I1,05/11/06,Inter,Ascoli,2,0,H,Inter,HomeTeamWin,2006
4222,I1,05/11/06,Livorno,Udinese,1,0,H,Livorno,HomeTeamWin,2006
4223,I1,05/11/06,Palermo,Sampdoria,2,0,H,Palermo,HomeTeamWin,2006
4224,I1,05/11/06,Roma,Fiorentina,3,1,H,Roma,HomeTeamWin,2006
4225,I1,05/11/06,Torino,Messina,1,1,D,Draw,Draw,2006
4226,I1,11/11/06,Fiorentina,Atalanta,3,1,H,Fiorentina,HomeTeamWin,2006
4227,I1,11/11/06,Milan,Roma,1,2,A,Roma,AwayTeamWin,2006
4228,I1,12/11/06,Ascoli,Empoli,0,1,A,Empoli,AwayTeamWin,2006
4229,I1,12/11/06,Catania,Livorno,3,2,H,Catania,HomeTeamWin,2006
4230,I1,12/11/06,Lazio,Udinese,5,0,H,Lazio,HomeTeamWin,2006
4231,I1,12/11/06,Messina,Cagliari,2,2,D,Draw,Draw,2006
4232,I1,12/11/06,Palermo,Torino,3,0,H,Palermo,HomeTeamWin,2006
4233,I1,12/11/06,Parma,Inter,1,2,A,Inter,AwayTeamWin,2006
4234,I1,12/11/06,Sampdoria,Chievo,3,0,H,Sampdoria,HomeTeamWin,2006
4235,I1,12/11/06,Siena,Reggina,0,1,A,Reggina,AwayTeamWin,2006
4236,I1,18/11/06,Cagliari,Palermo,1,0,H,Cagliari,HomeTeamWin,2006
4237,I1,18/11/06,Empoli,Milan,0,0,D,Draw,Draw,2006
4238,I1,19/11/06,Ascoli,Fiorentina,1,1,D,Draw,Draw,2006
4239,I1,19/11/06,Chievo,Atalanta,2,2,D,Draw,Draw,2006
4240,I1,19/11/06,Inter,Reggina,1,0,H,Inter,HomeTeamWin,2006
4241,I1,19/11/06,Livorno,Parma,3,0,H,Livorno,HomeTeamWin,2006
4242,I1,19/11/06,Messina,Lazio,1,4,A,Lazio,AwayTeamWin,2006
4243,I1,19/11/06,Roma,Catania,7,0,H,Roma,HomeTeamWin,2006
4244,I1,19/11/06,Torino,Sampdoria,1,0,H,Torino,HomeTeamWin,2006
4245,I1,19/11/06,Udinese,Siena,3,0,H,Udinese,HomeTeamWin,2006
4246,I1,25/11/06,Chievo,Udinese,2,0,H,Chievo,HomeTeamWin,2006
4247,I1,25/11/06,Milan,Messina,1,0,H,Milan,HomeTeamWin,2006
4248,I1,26/11/06,Atalanta,Torino,1,2,A,Torino,AwayTeamWin,2006
4249,I1,26/11/06,Catania,Parma,2,0,H,Catania,HomeTeamWin,2006
4250,I1,26/11/06,Empoli,Cagliari,1,0,H,Empoli,HomeTeamWin,2006
4251,I1,26/11/06,Lazio,Ascoli,3,1,H,Lazio,HomeTeamWin,2006
4252,I1,26/11/06,Palermo,Inter,1,2,A,Inter,AwayTeamWin,2006
4253,I1,26/11/06,Reggina,Livorno,2,2,D,Draw,Draw,2006
4254,I1,26/11/06,Sampdoria,Roma,2,4,A,Roma,AwayTeamWin,2006
4255,I1,26/11/06,Siena,Fiorentina,1,1,D,Draw,Draw,2006
4256,I1,02/12/06,Inter,Siena,2,0,H,Inter,HomeTeamWin,2006
4257,I1,02/12/06,Roma,Atalanta,2,1,H,Roma,HomeTeamWin,2006
4258,I1,03/12/06,Ascoli,Catania,2,2,D,Draw,Draw,2006
4259,I1,03/12/06,Cagliari,Milan,2,2,D,Draw,Draw,2006
4260,I1,03/12/06,Fiorentina,Lazio,1,0,H,Fiorentina,HomeTeamWin,2006
4261,I1,03/12/06,Livorno,Chievo,0,2,A,Chievo,AwayTeamWin,2006
4262,I1,03/12/06,Messina,Sampdoria,0,2,A,Sampdoria,AwayTeamWin,2006
4263,I1,03/12/06,Parma,Palermo,0,0,D,Draw,Draw,2006
4264,I1,03/12/06,Torino,Empoli,1,0,H,Torino,HomeTeamWin,2006
4265,I1,03/12/06,Udinese,Reggina,1,1,D,Draw,Draw,2006
4266,I1,09/12/06,Palermo,Livorno,3,0,H,Palermo,HomeTeamWin,2006
4267,I1,09/12/06,Reggina,Ascoli,2,1,H,Reggina,HomeTeamWin,2006
4268,I1,10/12/06,Atalanta,Messina,3,2,H,Atalanta,HomeTeamWin,2006
4269,I1,10/12/06,Cagliari,Parma,0,0,D,Draw,Draw,2006
4270,I1,10/12/06,Catania,Udinese,1,0,H,Catania,HomeTeamWin,2006
4271,I1,10/12/06,Chievo,Fiorentina,0,1,A,Fiorentina,AwayTeamWin,2006
4272,I1,10/12/06,Empoli,Inter,0,3,A,Inter,AwayTeamWin,2006
4273,I1,10/12/06,Lazio,Roma,3,0,H,Lazio,HomeTeamWin,2006
4274,I1,10/12/06,Milan,Torino,0,0,D,Draw,Draw,2006
4275,I1,10/12/06,Sampdoria,Siena,0,0,D,Draw,Draw,2006
4276,I1,16/12/06,Fiorentina,Milan,2,2,D,Draw,Draw,2006
4277,I1,16/12/06,Udinese,Cagliari,3,1,H,Udinese,HomeTeamWin,2006
4278,I1,17/12/06,Ascoli,Torino,0,2,A,Torino,AwayTeamWin,2006
4279,I1,17/12/06,Inter,Messina,2,0,H,Inter,HomeTeamWin,2006
4280,I1,17/12/06,Livorno,Lazio,1,1,D,Draw,Draw,2006
4281,I1,17/12/06,Parma,Chievo,2,2,D,Draw,Draw,2006
4282,I1,17/12/06,Reggina,Sampdoria,0,1,A,Sampdoria,AwayTeamWin,2006
4283,I1,17/12/06,Roma,Palermo,4,0,H,Roma,HomeTeamWin,2006
4284,I1,17/12/06,Siena,Atalanta,1,1,D,Draw,Draw,2006
4285,I1,20/12/06,Atalanta,Udinese,1,2,A,Udinese,AwayTeamWin,2006
4286,I1,20/12/06,Cagliari,Fiorentina,0,2,A,Fiorentina,AwayTeamWin,2006
4287,I1,20/12/06,Chievo,Reggina,3,2,H,Chievo,HomeTeamWin,2006
4288,I1,20/12/06,Empoli,Siena,1,0,H,Empoli,HomeTeamWin,2006
4289,I1,20/12/06,Lazio,Inter,0,2,A,Inter,AwayTeamWin,2006
4290,I1,20/12/06,Messina,Parma,1,1,D,Draw,Draw,2006
4291,I1,20/12/06,Milan,Catania,3,0,H,Milan,HomeTeamWin,2006
4292,I1,20/12/06,Palermo,Ascoli,4,0,H,Palermo,HomeTeamWin,2006
4293,I1,20/12/06,Sampdoria,Livorno,4,1,H,Sampdoria,HomeTeamWin,2006
4294,I1,20/12/06,Torino,Roma,1,2,A,Roma,AwayTeamWin,2006
4295,I1,23/12/06,Ascoli,Chievo,3,0,H,Ascoli,HomeTeamWin,2006
4296,I1,23/12/06,Catania,Sampdoria,4,2,H,Catania,HomeTeamWin,2006
4297,I1,23/12/06,Fiorentina,Messina,4,0,H,Fiorentina,HomeTeamWin,2006
4298,I1,23/12/06,Inter,Atalanta,2,1,H,Inter,HomeTeamWin,2006
4299,I1,23/12/06,Livorno,Torino,1,1,D,Draw,Draw,2006
4300,I1,23/12/06,Parma,Lazio,1,3,A,Lazio,AwayTeamWin,2006
4301,I1,23/12/06,Reggina,Empoli,4,1,H,Reggina,HomeTeamWin,2006
4302,I1,23/12/06,Roma,Cagliari,2,0,H,Roma,HomeTeamWin,2006
4303,I1,23/12/06,Siena,Palermo,1,1,D,Draw,Draw,2006
4304,I1,23/12/06,Udinese,Milan,0,3,A,Milan,AwayTeamWin,2006
4305,I1,13/01/07,Empoli,Parma,2,0,H,Empoli,HomeTeamWin,2007
4306,I1,13/01/07,Torino,Inter,1,3,A,Inter,AwayTeamWin,2007
4307,I1,14/01/07,Atalanta,Livorno,5,1,H,Atalanta,HomeTeamWin,2007
4308,I1,14/01/07,Cagliari,Ascoli,1,0,H,Cagliari,HomeTeamWin,2007
4309,I1,14/01/07,Chievo,Catania,2,1,H,Chievo,HomeTeamWin,2007
4310,I1,14/01/07,Lazio,Siena,1,1,D,Draw,Draw,2007
4311,I1,14/01/07,Messina,Roma,1,1,D,Draw,Draw,2007
4312,I1,14/01/07,Milan,Reggina,3,1,H,Milan,HomeTeamWin,2007
4313,I1,14/01/07,Palermo,Udinese,2,0,H,Palermo,HomeTeamWin,2007
4314,I1,14/01/07,Sampdoria,Fiorentina,0,0,D,Draw,Draw,2007
4315,I1,20/01/07,Ascoli,Atalanta,1,3,A,Atalanta,AwayTeamWin,2007
4316,I1,20/01/07,Reggina,Palermo,0,0,D,Draw,Draw,2007
4317,I1,21/01/07,Catania,Cagliari,0,1,A,Cagliari,AwayTeamWin,2007
4318,I1,21/01/07,Empoli,Sampdoria,2,0,H,Empoli,HomeTeamWin,2007
4319,I1,21/01/07,Inter,Fiorentina,3,1,H,Inter,HomeTeamWin,2007
4320,I1,21/01/07,Lazio,Milan,0,0,D,Draw,Draw,2007
4321,I1,21/01/07,Livorno,Roma,1,1,D,Draw,Draw,2007
4322,I1,21/01/07,Parma,Torino,1,0,H,Parma,HomeTeamWin,2007
4323,I1,21/01/07,Siena,Chievo,2,1,H,Siena,HomeTeamWin,2007
4324,I1,21/01/07,Udinese,Messina,1,0,H,Udinese,HomeTeamWin,2007
4325,I1,24/01/07,Catania,Empoli,2,1,H,Catania,HomeTeamWin,2007
4326,I1,27/01/07,Palermo,Lazio,0,3,A,Lazio,AwayTeamWin,2007
4327,I1,27/01/07,Torino,Udinese,2,3,A,Udinese,AwayTeamWin,2007
4328,I1,28/01/07,Atalanta,Catania,1,1,D,Draw,Draw,2007
4329,I1,28/01/07,Cagliari,Reggina,0,2,A,Reggina,AwayTeamWin,2007
4330,I1,28/01/07,Chievo,Empoli,0,0,D,Draw,Draw,2007
4331,I1,28/01/07,Fiorentina,Livorno,2,1,H,Fiorentina,HomeTeamWin,2007
4332,I1,28/01/07,Messina,Ascoli,1,2,A,Ascoli,AwayTeamWin,2007
4333,I1,28/01/07,Milan,Parma,1,0,H,Milan,HomeTeamWin,2007
4334,I1,28/01/07,Roma,Siena,1,0,H,Roma,HomeTeamWin,2007
4335,I1,28/01/07,Sampdoria,Inter,0,2,A,Inter,AwayTeamWin,2007
4336,I1,02/02/07,Catania,Palermo,1,2,A,Palermo,AwayTeamWin,2007
4337,I1,11/02/07,Atalanta,Lazio,0,0,D,Draw,Draw,2007
4338,I1,11/02/07,Cagliari,Siena,2,2,D,Draw,Draw,2007
4339,I1,11/02/07,Chievo,Inter,0,2,A,Inter,AwayTeamWin,2007
4340,I1,11/02/07,Fiorentina,Udinese,2,0,H,Fiorentina,HomeTeamWin,2007
4341,I1,11/02/07,Messina,Catania,1,1,D,Draw,Draw,2007
4342,I1,11/02/07,Milan,Livorno,2,1,H,Milan,HomeTeamWin,2007
4343,I1,11/02/07,Palermo,Empoli,0,1,A,Empoli,AwayTeamWin,2007
4344,I1,11/02/07,Roma,Parma,3,0,H,Roma,HomeTeamWin,2007
4345,I1,11/02/07,Sampdoria,Ascoli,2,0,H,Sampdoria,HomeTeamWin,2007
4346,I1,11/02/07,Torino,Reggina,1,2,A,Reggina,AwayTeamWin,2007
4347,I1,17/02/07,Empoli,Roma,1,0,H,Empoli,HomeTeamWin,2007
4348,I1,17/02/07,Inter,Cagliari,1,0,H,Inter,HomeTeamWin,2007
4349,I1,17/02/07,Siena,Milan,3,4,A,Milan,AwayTeamWin,2007
4350,I1,18/02/07,Ascoli,Udinese,2,2,D,Draw,Draw,2007
4351,I1,18/02/07,Catania,Fiorentina,0,1,A,Fiorentina,AwayTeamWin,2007
4352,I1,18/02/07,Lazio,Torino,2,0,H,Lazio,HomeTeamWin,2007
4353,I1,18/02/07,Livorno,Messina,2,1,H,Livorno,HomeTeamWin,2007
4354,I1,18/02/07,Palermo,Chievo,1,1,D,Draw,Draw,2007
4355,I1,18/02/07,Parma,Sampdoria,0,1,A,Sampdoria,AwayTeamWin,2007
4356,I1,18/02/07,Reggina,Atalanta,1,1,D,Draw,Draw,2007
4357,I1,24/02/07,Atalanta,Palermo,1,1,D,Draw,Draw,2007
4358,I1,24/02/07,Chievo,Torino,3,0,H,Chievo,HomeTeamWin,2007
4359,I1,25/02/07,Cagliari,Lazio,0,2,A,Lazio,AwayTeamWin,2007
4360,I1,25/02/07,Catania,Inter,2,5,A,Inter,AwayTeamWin,2007
4361,I1,25/02/07,Fiorentina,Empoli,2,0,H,Fiorentina,HomeTeamWin,2007
4362,I1,25/02/07,Livorno,Ascoli,0,0,D,Draw,Draw,2007
4363,I1,25/02/07,Messina,Siena,1,0,H,Messina,HomeTeamWin,2007
4364,I1,25/02/07,Milan,Sampdoria,1,0,H,Milan,HomeTeamWin,2007
4365,I1,25/02/07,Roma,Reggina,3,0,H,Roma,HomeTeamWin,2007
4366,I1,25/02/07,Udinese,Parma,3,3,D,Draw,Draw,2007
4367,I1,28/02/07,Ascoli,Parma,0,0,D,Draw,Draw,2007
4368,I1,28/02/07,Chievo,Roma,2,2,D,Draw,Draw,2007
4369,I1,28/02/07,Empoli,Messina,3,1,H,Empoli,HomeTeamWin,2007
4370,I1,28/02/07,Inter,Udinese,1,1,D,Draw,Draw,2007
4371,I1,28/02/07,Lazio,Catania,3,1,H,Lazio,HomeTeamWin,2007
4372,I1,28/02/07,Palermo,Milan,0,0,D,Draw,Draw,2007
4373,I1,28/02/07,Reggina,Fiorentina,1,1,D,Draw,Draw,2007
4374,I1,28/02/07,Sampdoria,Atalanta,2,1,H,Sampdoria,HomeTeamWin,2007
4375,I1,28/02/07,Siena,Livorno,0,0,D,Draw,Draw,2007
4376,I1,28/02/07,Torino,Cagliari,1,0,H,Torino,HomeTeamWin,2007
4377,I1,03/03/07,Ascoli,Roma,1,1,D,Draw,Draw,2007
4378,I1,03/03/07,Livorno,Inter,1,2,A,Inter,AwayTeamWin,2007
4379,I1,03/03/07,Milan,Chievo,3,1,H,Milan,HomeTeamWin,2007
4380,I1,04/03/07,Cagliari,Atalanta,2,0,H,Cagliari,HomeTeamWin,2007
4381,I1,04/03/07,Catania,Siena,1,1,D,Draw,Draw,2007
4382,I1,04/03/07,Fiorentina,Torino,5,1,H,Fiorentina,HomeTeamWin,2007
4383,I1,04/03/07,Lazio,Sampdoria,1,0,H,Lazio,HomeTeamWin,2007
4384,I1,04/03/07,Messina,Palermo,2,0,H,Messina,HomeTeamWin,2007
4385,I1,04/03/07,Parma,Reggina,2,2,D,Draw,Draw,2007
4386,I1,04/03/07,Udinese,Empoli,0,1,A,Empoli,AwayTeamWin,2007
4387,I1,10/03/07,Sampdoria,Cagliari,1,1,D,Draw,Draw,2007
4388,I1,11/03/07,Atalanta,Parma,1,1,D,Draw,Draw,2007
4389,I1,11/03/07,Chievo,Messina,1,1,D,Draw,Draw,2007
4390,I1,11/03/07,Empoli,Livorno,2,2,D,Draw,Draw,2007
4391,I1,11/03/07,Inter,Milan,2,1,H,Inter,HomeTeamWin,2007
4392,I1,11/03/07,Palermo,Fiorentina,1,1,D,Draw,Draw,2007
4393,I1,11/03/07,Reggina,Lazio,2,3,A,Lazio,AwayTeamWin,2007
4394,I1,11/03/07,Roma,Udinese,3,1,H,Roma,HomeTeamWin,2007
4395,I1,11/03/07,Siena,Ascoli,0,1,A,Ascoli,AwayTeamWin,2007
4396,I1,11/03/07,Torino,Catania,1,0,H,Torino,HomeTeamWin,2007
4397,I1,17/03/07,Sampdoria,Palermo,1,1,D,Draw,Draw,2007
4398,I1,18/03/07,Ascoli,Inter,1,2,A,Inter,AwayTeamWin,2007
4399,I1,18/03/07,Cagliari,Chievo,0,2,A,Chievo,AwayTeamWin,2007
4400,I1,18/03/07,Catania,Reggina,1,4,A,Reggina,AwayTeamWin,2007
4401,I1,18/03/07,Fiorentina,Roma,0,0,D,Draw,Draw,2007
4402,I1,18/03/07,Lazio,Empoli,3,1,H,Lazio,HomeTeamWin,2007
4403,I1,18/03/07,Messina,Torino,0,3,A,Torino,AwayTeamWin,2007
4404,I1,18/03/07,Milan,Atalanta,1,0,H,Milan,HomeTeamWin,2007
4405,I1,18/03/07,Parma,Siena,1,0,H,Parma,HomeTeamWin,2007
4406,I1,18/03/07,Udinese,Livorno,4,0,H,Udinese,HomeTeamWin,2007
4407,I1,31/03/07,Reggina,Siena,0,1,A,Siena,AwayTeamWin,2007
4408,I1,31/03/07,Roma,Milan,1,1,D,Draw,Draw,2007
4409,I1,01/04/07,Atalanta,Fiorentina,2,2,D,Draw,Draw,2007
4410,I1,01/04/07,Cagliari,Messina,2,0,H,Cagliari,HomeTeamWin,2007
4411,I1,01/04/07,Chievo,Sampdoria,1,1,D,Draw,Draw,2007
4412,I1,01/04/07,Empoli,Ascoli,4,1,H,Empoli,HomeTeamWin,2007
4413,I1,01/04/07,Inter,Parma,2,0,H,Inter,HomeTeamWin,2007
4414,I1,01/04/07,Livorno,Catania,4,1,H,Livorno,HomeTeamWin,2007
4415,I1,01/04/07,Torino,Palermo,0,0,D,Draw,Draw,2007
4416,I1,01/04/07,Udinese,Lazio,2,4,A,Lazio,AwayTeamWin,2007
4417,I1,07/04/07,Atalanta,Chievo,1,0,H,Atalanta,HomeTeamWin,2007
4418,I1,07/04/07,Catania,Roma,0,2,A,Roma,AwayTeamWin,2007
4419,I1,07/04/07,Fiorentina,Ascoli,4,0,H,Fiorentina,HomeTeamWin,2007
4420,I1,07/04/07,Lazio,Messina,1,0,H,Lazio,HomeTeamWin,2007
4421,I1,07/04/07,Milan,Empoli,3,1,H,Milan,HomeTeamWin,2007
4422,I1,07/04/07,Palermo,Cagliari,1,3,A,Cagliari,AwayTeamWin,2007
4423,I1,07/04/07,Parma,Livorno,1,0,H,Parma,HomeTeamWin,2007
4424,I1,07/04/07,Reggina,Inter,0,0,D,Draw,Draw,2007
4425,I1,07/04/07,Sampdoria,Torino,1,0,H,Sampdoria,HomeTeamWin,2007
4426,I1,07/04/07,Siena,Udinese,2,2,D,Draw,Draw,2007
4427,I1,14/04/07,Cagliari,Empoli,0,0,D,Draw,Draw,2007
4428,I1,14/04/07,Udinese,Chievo,2,1,H,Udinese,HomeTeamWin,2007
4429,I1,15/04/07,Ascoli,Lazio,2,2,D,Draw,Draw,2007
4430,I1,15/04/07,Fiorentina,Siena,1,0,H,Fiorentina,HomeTeamWin,2007
4431,I1,15/04/07,Inter,Palermo,2,2,D,Draw,Draw,2007
4432,I1,15/04/07,Livorno,Reggina,1,1,D,Draw,Draw,2007
4433,I1,15/04/07,Messina,Milan,1,3,A,Milan,AwayTeamWin,2007
4434,I1,15/04/07,Parma,Catania,1,1,D,Draw,Draw,2007
